"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-10-23 09:40:07.6",469300,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-23 09:40:07.65",469301,5,0,0.61,-0.07,-0.13,29.73,0.6140033
"2025-10-23 09:40:07.7",469302,6,1,0.61,-0.01,-0.16,29.74,0.610082
"2025-10-23 09:40:07.75",469303,1,10,0.59,0.03,-0.14,29.75,0.5907622
"2025-10-23 09:40:07.8",469304,2,38,0.55,0.07,-0.14,29.76,0.5544367
"2025-10-23 09:40:07.85",469305,3,0,0.6,0.05,-0.12,29.75,0.6020798
"2025-10-23 09:40:07.9",469306,4,0,0.62,0.06,-0.1,29.75,0.6228965
"2025-10-23 09:40:07.95",469307,5,0,0.63,0.1,-0.08,29.75,0.6378871
"2025-10-23 09:40:08",469308,6,1,0.66,0.14,-0.1,29.75,0.6746851
"2025-10-23 09:40:08.05",469309,1,10,0.67,0.12,-0.08,29.74,0.6806614
"2025-10-23 09:40:08.1",469310,2,38,0.74,0.07,-0.05,29.75,0.7433034
"2025-10-23 09:40:08.15",469311,3,0,0.77,0.06,-0.01,29.75,0.7723341
"2025-10-23 09:40:08.2",469312,4,0,0.72,0.05,-0.02,29.75,0.7217341
"2025-10-23 09:40:08.25",469313,5,0,0.68,0.01,-0.03,29.75,0.6800735
"2025-10-23 09:40:08.3",469314,6,1,0.7,0.03,-0.04,29.75,0.7006426
"2025-10-23 09:40:08.35",469315,1,10,0.68,0.03,-0.06,29.75,0.6806614
"2025-10-23 09:40:08.4",469316,2,38,0.71,0.04,-0.09,29.77,0.7111258
"2025-10-23 09:40:08.45",469317,3,0,0.7,0.04,-0.05,29.76,0.7011419
"2025-10-23 09:40:08.5",469318,4,0,0.7,0.04,-0.07,29.76,0.7011419
"2025-10-23 09:40:08.55",469319,5,0,0.68,0.01,-0.05,29.76,0.6800735
"2025-10-23 09:40:08.6",469320,6,1,0.67,0,-0.05,29.75,0.67
"2025-10-23 09:40:08.65",469321,1,10,0.67,-0.01,-0.03,29.74,0.6700746
"2025-10-23 09:40:08.7",469322,2,38,0.67,-0.04,-0.05,29.75,0.671193
"2025-10-23 09:40:08.75",469323,3,0,0.67,-0.02,-0.05,29.74,0.6702984
"2025-10-23 09:40:08.8",469324,4,0,0.65,-0.01,-0.03,29.75,0.6500769
"2025-10-23 09:40:08.85",469325,5,0,0.65,-0.04,-0.07,29.74,0.6512296
"2025-10-23 09:40:08.9",469326,6,1,0.75,-0.05,-0.03,29.72,0.7516648
"2025-10-23 09:40:08.95",469327,1,10,0.76,-0.08,-0.01,29.72,0.7641989
"2025-10-23 09:40:09",469328,2,38,0.77,-0.06,-0.02,29.72,0.7723341
"2025-10-23 09:40:09.05",469329,3,0,0.77,-0.06,0,29.72,0.7723341
"2025-10-23 09:40:09.1",469330,4,0,0.75,-0.07,0.01,29.71,0.7532595
"2025-10-23 09:40:09.15",469331,5,0,0.76,-0.06,0,29.71,0.7623647
"2025-10-23 09:40:09.2",469332,6,1,0.76,-0.04,-0.02,29.72,0.7610519
"2025-10-23 09:40:09.25",469333,1,10,0.78,-0.03,-0.03,29.71,0.7805766
"2025-10-23 09:40:09.3",469334,2,38,0.8,-0.02,-0.01,29.7,0.80025
"2025-10-23 09:40:09.35",469335,3,0,0.78,-0.03,0.04,29.7,0.7805766
"2025-10-23 09:40:09.4",469336,4,0,0.79,-0.02,0.02,29.7,0.7902532
"2025-10-23 09:40:09.45",469337,5,0,0.79,0.02,0.01,29.7,0.7902532
"2025-10-23 09:40:09.5",469338,6,1,0.79,0.05,0.01,29.71,0.7915807
"2025-10-23 09:40:09.55",469339,1,10,0.76,0.07,-0.04,29.71,0.7632169
"2025-10-23 09:40:09.6",469340,2,38,0.76,0.05,-0.01,29.71,0.761643
"2025-10-23 09:40:09.65",469341,3,0,0.79,0.07,-0.01,29.71,0.7930952
"2025-10-23 09:40:09.7",469342,4,0,0.78,0.05,-0.02,29.7,0.7816009
"2025-10-23 09:40:09.75",469343,5,0,0.72,0.03,-0.08,29.69,0.7206247
"2025-10-23 09:40:09.8",469344,6,1,0.77,0.06,-0.13,29.71,0.7723341
"2025-10-23 09:40:09.85",469345,1,10,0.76,0.08,-0.09,29.71,0.7641989
"2025-10-23 09:40:09.9",469346,2,38,0.77,0.06,-0.05,29.71,0.7723341
"2025-10-23 09:40:09.95",469347,3,0,0.71,0,-0.05,29.71,0.71
"2025-10-23 09:40:10",469348,4,0,0.71,0,-0.05,29.71,0.71
"2025-10-23 09:40:10.05",469349,5,0,0.72,-0.02,-0.03,29.69,0.7202778
"2025-10-23 09:40:10.1",469350,6,1,0.7,0.02,-0.09,29.71,0.7002857
"2025-10-23 09:40:10.15",469351,1,10,0.69,0.05,-0.09,29.72,0.6918092
"2025-10-23 09:40:10.2",469352,2,38,0.67,0,-0.05,29.72,0.67
"2025-10-23 09:40:10.25",469353,3,0,0.69,-0.01,-0.05,29.71,0.6900725
"2025-10-23 09:40:10.3",469354,4,0,0.73,-0.02,-0.04,29.72,0.730274
"2025-10-23 09:40:10.35",469355,5,0,0.69,0.01,-0.03,29.72,0.6900725
"2025-10-23 09:40:10.4",469356,6,1,0.7,0.04,-0.03,29.73,0.7011419
"2025-10-23 09:40:10.45",469357,1,10,0.71,0.02,-0.01,29.74,0.7102816
"2025-10-23 09:40:10.5",469358,2,38,0.72,-0.05,0.01,29.73,0.7217341
"2025-10-23 09:40:10.55",469359,3,0,0.71,-0.04,-0.03,29.72,0.7111258
"2025-10-23 09:40:10.6",469360,4,0,0.73,-0.03,-0.07,29.72,0.7306162
"2025-10-23 09:40:10.65",469361,5,0,0.72,0.03,-0.09,29.73,0.7206247
"2025-10-23 09:40:10.7",469362,6,1,0.68,0.03,-0.07,29.74,0.6806614
"2025-10-23 09:40:10.75",469363,1,10,0.68,0.07,-0.09,29.74,0.6835934
"2025-10-23 09:40:10.8",469364,2,38,0.66,0.06,-0.05,29.74,0.6627217
"2025-10-23 09:40:10.85",469365,3,0,0.68,0.03,-0.06,29.74,0.6806614
"2025-10-23 09:40:10.9",469366,4,0,0.66,-0.03,-0.07,29.73,0.6606815
"2025-10-23 09:40:10.95",469367,5,0,0.64,-0.04,-0.05,29.73,0.6412488
"2025-10-23 09:40:11",469368,6,1,0.65,-0.06,-0.06,29.72,0.6527633
"2025-10-23 09:40:11.05",469369,1,10,0.65,-0.09,-0.06,29.72,0.6562012
"2025-10-23 09:40:11.1",469370,2,38,0.64,-0.08,-0.07,29.71,0.6449806
"2025-10-23 09:40:11.15",469371,3,0,0.64,-0.07,-0.05,29.71,0.6438168
"2025-10-23 09:40:11.2",469372,4,0,0.65,-0.1,-0.02,29.71,0.6576472
"2025-10-23 09:40:11.25",469373,5,0,0.65,-0.09,-0.03,29.71,0.6562012
"2025-10-23 09:40:11.3",469374,6,1,0.65,-0.09,-0.05,29.71,0.6562012
"2025-10-23 09:40:11.35",469375,1,10,0.65,-0.08,-0.03,29.7,0.6549046
"2025-10-23 09:40:11.4",469376,2,38,0.66,-0.03,-0.02,29.69,0.6606815
"2025-10-23 09:40:11.45",469377,3,0,0.66,-0.02,-0.03,29.69,0.660303
"2025-10-23 09:40:11.5",469378,4,0,0.71,0,-0.05,29.69,0.71
"2025-10-23 09:40:11.55",469379,5,0,0.75,-0.03,-0.09,29.7,0.7505998
"2025-10-23 09:40:11.6",469380,6,1,0.73,-0.02,-0.08,29.71,0.730274
"2025-10-23 09:40:11.65",469381,1,10,0.77,0.02,-0.08,29.71,0.7702597
"2025-10-23 09:40:11.7",469382,2,38,0.76,0.05,-0.07,29.73,0.761643
"2025-10-23 09:40:11.75",469383,3,0,0.82,0.09,-0.04,29.75,0.8249242
"2025-10-23 09:40:11.8",469384,4,0,0.86,0.08,-0.02,29.75,0.8637129
"2025-10-23 09:40:11.85",469385,5,0,0.85,0.08,0.03,29.76,0.8537564
"2025-10-23 09:40:11.9",469386,6,1,0.89,0.08,0.04,29.76,0.8935882
"2025-10-23 09:40:11.95",469387,1,10,0.92,0.12,0.02,29.76,0.9277931
"2025-10-23 09:40:12",469388,2,38,0.92,0.09,0.03,29.76,0.9243917
"2025-10-23 09:40:12.05",469389,3,0,0.86,-0.03,0.02,29.76,0.8605231
"2025-10-23 09:40:12.1",469390,4,0,0.88,0.04,-0.04,29.76,0.8809086
"2025-10-23 09:40:12.15",469391,5,0,0.88,0.05,-0.02,29.75,0.8814193
"2025-10-23 09:40:12.2",469392,6,1,0.9,0.12,0,29.76,0.9079647
"2025-10-23 09:40:12.25",469393,1,10,0.88,0.11,-0.03,29.76,0.8868483
"2025-10-23 09:40:12.3",469394,2,38,0.86,0.09,0,29.76,0.8646965
"2025-10-23 09:40:12.35",469395,3,0,0.85,0.06,-0.02,29.76,0.852115
"2025-10-23 09:40:12.4",469396,4,0,0.81,0.07,-0.03,29.75,0.813019
"2025-10-23 09:40:12.45",469397,5,0,0.79,0.03,-0.03,29.75,0.7905694
"2025-10-23 09:40:12.5",469398,6,1,0.8,0.06,-0.02,29.75,0.8022469
"2025-10-23 09:40:12.55",469399,1,10,0.8,0.05,0.02,29.75,0.801561
"2025-10-23 09:40:12.6",469400,2,38,0.78,0.05,0.04,29.75,0.7816009
"2025-10-23 09:40:12.65",469401,3,0,0.8,0.02,0.07,29.74,0.80025
"2025-10-23 09:40:12.7",469402,4,0,0.81,0.01,0.09,29.74,0.8100617
"2025-10-23 09:40:12.75",469403,5,0,0.81,0.01,0.03,29.73,0.8100617
"2025-10-23 09:40:12.8",469404,6,1,0.8,0.01,0.01,29.73,0.8000626
"2025-10-23 09:40:12.85",469405,1,10,0.81,0.01,0.01,29.73,0.8100617
"2025-10-23 09:40:12.9",469406,2,38,0.82,-0.01,0.01,29.72,0.820061
"2025-10-23 09:40:12.95",469407,3,0,0.84,-0.01,0,29.71,0.8400595
"2025-10-23 09:40:13",469408,4,0,0.83,-0.02,0.04,29.71,0.8302409
"2025-10-23 09:40:13.05",469409,5,0,0.79,-0.02,0.04,29.71,0.7902532
"2025-10-23 09:40:13.1",469410,6,1,0.74,0,0.04,29.71,0.74
"2025-10-23 09:40:13.15",469411,1,10,0.74,-0.01,0.02,29.71,0.7400676
"2025-10-23 09:40:13.2",469412,2,38,0.75,-0.02,-0.03,29.71,0.7502666
"2025-10-23 09:40:13.25",469413,3,0,0.76,-0.04,-0.03,29.71,0.7610519
"2025-10-23 09:40:13.3",469414,4,0,0.71,-0.02,-0.02,29.71,0.7102816
"2025-10-23 09:40:13.35",469415,5,0,0.68,0.02,-0.03,29.71,0.6802941
"2025-10-23 09:40:13.4",469416,6,1,0.68,0.06,-0.06,29.71,0.6826419
"2025-10-23 09:40:13.45",469417,1,10,0.66,0.02,-0.09,29.71,0.660303
"2025-10-23 09:40:13.5",469418,2,38,0.69,-0.01,-0.08,29.71,0.6900725
"2025-10-23 09:40:13.55",469419,3,0,0.67,-0.04,-0.07,29.69,0.671193
"2025-10-23 09:40:13.6",469420,4,0,0.6,-0.04,-0.12,29.69,0.6013319
"2025-10-23 09:40:13.65",469421,5,0,0.6,-0.02,-0.14,29.7,0.6003333
"2025-10-23 09:40:13.7",469422,6,1,0.6,-0.04,-0.13,29.7,0.6013319
"2025-10-23 09:40:13.75",469423,1,10,0.61,-0.03,-0.12,29.69,0.6107373
"2025-10-23 09:40:13.8",469424,2,38,0.61,-0.03,-0.1,29.69,0.6107373
"2025-10-23 09:40:13.85",469425,3,0,0.59,-0.04,-0.08,29.69,0.5913544
"2025-10-23 09:40:13.9",469426,4,0,0.58,-0.03,-0.08,29.7,0.5807753
"2025-10-23 09:40:13.95",469427,5,0,0.58,-0.03,-0.07,29.7,0.5807753
"2025-10-23 09:40:14",469428,6,1,0.58,0,-0.07,29.71,0.58
"2025-10-23 09:40:14.05",469429,1,10,0.59,-0.02,-0.05,29.72,0.5903389
"2025-10-23 09:40:14.1",469430,2,38,0.65,-0.05,-0.05,29.72,0.6519202
"2025-10-23 09:40:14.15",469431,3,0,0.66,-0.05,-0.08,29.72,0.6618913
"2025-10-23 09:40:14.2",469432,4,0,0.65,-0.09,-0.06,29.72,0.6562012
"2025-10-23 09:40:14.25",469433,5,0,0.67,-0.08,-0.09,29.71,0.6747592
"2025-10-23 09:40:14.3",469434,6,1,0.66,-0.07,-0.04,29.72,0.6637018
"2025-10-23 09:40:14.35",469435,1,10,0.62,-0.1,-0.08,29.71,0.6280127
"2025-10-23 09:40:14.4",469436,2,38,0.67,-0.09,-0.12,29.71,0.6760178
"2025-10-23 09:40:14.45",469437,3,0,0.66,-0.07,-0.11,29.7,0.6637018
"2025-10-23 09:40:14.5",469438,4,0,0.67,-0.04,-0.08,29.7,0.671193
"2025-10-23 09:40:14.55",469439,5,0,0.61,-0.06,-0.04,29.71,0.6129437
"2025-10-23 09:40:14.6",469440,6,1,0.59,-0.04,-0.03,29.7,0.5913544
"2025-10-23 09:40:14.65",469441,1,10,0.6,-0.04,-0.01,29.7,0.6013319
"2025-10-23 09:40:14.7",469442,2,38,0.61,-0.06,0.01,29.7,0.6129437
"2025-10-23 09:40:14.75",469443,3,0,0.63,0.02,-0.03,29.71,0.6303174
"2025-10-23 09:40:14.8",469444,4,0,0.61,0.05,-0.05,29.72,0.6120458
"2025-10-23 09:40:14.85",469445,5,0,0.64,0.1,-0.04,29.73,0.6477654
"2025-10-23 09:40:14.9",469446,6,1,0.66,0.06,-0.04,29.74,0.6627217
"2025-10-23 09:40:14.95",469447,1,10,0.68,0.06,-0.03,29.75,0.6826419
"2025-10-23 09:40:15",469448,2,38,0.71,0.05,-0.04,29.76,0.7117584
"2025-10-23 09:40:15.05",469449,3,0,0.72,0.03,-0.04,29.76,0.7206247
