"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-10-23 10:40:07.6",541300,6,1,0.33,-0.02,-0.01,32.14,0.3306055
"2025-10-23 10:40:07.65",541301,1,10,0.33,-0.01,-0.02,32.14,0.3301515
"2025-10-23 10:40:07.7",541302,2,38,0.34,0.01,-0.02,32.14,0.340147
"2025-10-23 10:40:07.75",541303,3,0,0.34,0.02,-0.03,32.13,0.3405877
"2025-10-23 10:40:07.8",541304,4,0,0.34,0.01,-0.04,32.13,0.340147
"2025-10-23 10:40:07.85",541305,5,0,0.34,0.01,-0.04,32.14,0.340147
"2025-10-23 10:40:07.9",541306,6,1,0.31,0,-0.04,32.14,0.31
"2025-10-23 10:40:07.95",541307,1,10,0.31,0.01,-0.04,32.14,0.3101613
"2025-10-23 10:40:08",541308,2,38,0.31,0,-0.04,32.14,0.31
"2025-10-23 10:40:08.05",541309,3,0,0.3,0.01,-0.05,32.15,0.3001666
"2025-10-23 10:40:08.1",541310,4,0,0.29,0.04,-0.05,32.14,0.2927456
"2025-10-23 10:40:08.15",541311,5,0,0.3,0.02,-0.06,32.14,0.3006659
"2025-10-23 10:40:08.2",541312,6,1,0.3,0.02,-0.06,32.14,0.3006659
"2025-10-23 10:40:08.25",541313,1,10,0.3,0.02,-0.06,32.14,0.3006659
"2025-10-23 10:40:08.3",541314,2,38,0.3,0.04,-0.07,32.14,0.3026549
"2025-10-23 10:40:08.35",541315,3,0,0.3,0.04,-0.07,32.13,0.3026549
"2025-10-23 10:40:08.4",541316,4,0,0.31,0.05,-0.08,32.14,0.3140064
"2025-10-23 10:40:08.45",541317,5,0,0.3,0.04,-0.07,32.14,0.3026549
"2025-10-23 10:40:08.5",541318,6,1,0.3,0.04,-0.07,32.15,0.3026549
"2025-10-23 10:40:08.55",541319,1,10,0.29,0.04,-0.06,32.16,0.2927456
"2025-10-23 10:40:08.6",541320,2,38,0.3,0.04,-0.05,32.16,0.3026549
"2025-10-23 10:40:08.65",541321,3,0,0.31,0.05,-0.05,32.16,0.3140064
"2025-10-23 10:40:08.7",541322,4,0,0.33,0.04,-0.06,32.16,0.3324154
"2025-10-23 10:40:08.75",541323,5,0,0.33,0.06,-0.05,32.16,0.3354102
"2025-10-23 10:40:08.8",541324,6,1,0.34,0.06,-0.04,32.16,0.3452535
"2025-10-23 10:40:08.85",541325,1,10,0.33,0.06,-0.03,32.16,0.3354102
"2025-10-23 10:40:08.9",541326,2,38,0.33,0.04,-0.04,32.15,0.3324154
"2025-10-23 10:40:08.95",541327,3,0,0.32,0.05,-0.05,32.15,0.3238827
"2025-10-23 10:40:09",541328,4,0,0.3,0.04,-0.07,32.15,0.3026549
"2025-10-23 10:40:09.05",541329,5,0,0.3,0.04,-0.08,32.15,0.3026549
"2025-10-23 10:40:09.1",541330,6,1,0.29,0.04,-0.07,32.16,0.2927456
"2025-10-23 10:40:09.15",541331,1,10,0.29,0.04,-0.06,32.16,0.2927456
"2025-10-23 10:40:09.2",541332,2,38,0.31,0.05,-0.06,32.16,0.3140064
"2025-10-23 10:40:09.25",541333,3,0,0.3,0.04,-0.05,32.16,0.3026549
"2025-10-23 10:40:09.3",541334,4,0,0.29,0.04,-0.05,32.16,0.2927456
"2025-10-23 10:40:09.35",541335,5,0,0.3,0,-0.05,32.17,0.3
"2025-10-23 10:40:09.4",541336,6,1,0.29,-0.02,-0.05,32.18,0.2906888
"2025-10-23 10:40:09.45",541337,2,38,0.29,-0.02,-0.05,32.17,0.2906888
"2025-10-23 10:40:09.5",541338,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-23 10:40:09.55",541339,3,0,0.3,0.01,-0.04,32.17,0.3001666
"2025-10-23 10:40:09.6",541340,4,0,0.3,0.01,-0.05,32.17,0.3001666
"2025-10-23 10:40:09.65",541341,5,0,0.3,0.01,-0.03,32.18,0.3001666
"2025-10-23 10:40:09.7",541342,6,1,0.3,0.01,-0.02,32.18,0.3001666
"2025-10-23 10:40:09.75",541343,1,10,0.3,0.02,-0.01,32.18,0.3006659
"2025-10-23 10:40:09.8",541344,2,38,0.3,0.01,-0.02,32.18,0.3001666
"2025-10-23 10:40:09.85",541345,3,0,0.31,0.01,-0.02,32.18,0.3101613
"2025-10-23 10:40:09.9",541346,4,0,0.29,0.04,-0.02,32.18,0.2927456
"2025-10-23 10:40:09.95",541347,5,0,0.29,0.04,-0.02,32.18,0.2927456
"2025-10-23 10:40:10",541348,6,1,0.3,0.01,-0.02,32.18,0.3001666
"2025-10-23 10:40:10.05",541349,1,10,0.28,0.03,-0.02,32.18,0.2816026
"2025-10-23 10:40:10.1",541350,2,38,0.29,0.03,-0.03,32.17,0.2915476
"2025-10-23 10:40:10.15",541351,3,0,0.3,0.01,-0.03,32.17,0.3001666
"2025-10-23 10:40:10.2",541352,4,0,0.3,0.02,-0.03,32.17,0.3006659
"2025-10-23 10:40:10.25",541353,5,0,0.3,0.02,-0.03,32.17,0.3006659
"2025-10-23 10:40:10.3",541354,6,1,0.3,0.02,-0.03,32.17,0.3006659
"2025-10-23 10:40:10.35",541355,1,10,0.3,0.04,-0.03,32.16,0.3026549
"2025-10-23 10:40:10.4",541356,2,38,0.3,0.04,-0.03,32.15,0.3026549
"2025-10-23 10:40:10.45",541357,3,0,0.3,0.04,-0.03,32.15,0.3026549
"2025-10-23 10:40:10.5",541358,4,0,0.29,0.04,-0.04,32.15,0.2927456
"2025-10-23 10:40:10.55",541359,5,0,0.29,0.04,-0.04,32.15,0.2927456
"2025-10-23 10:40:10.6",541360,6,1,0.29,0.04,-0.04,32.15,0.2927456
"2025-10-23 10:40:10.65",541361,1,10,0.29,0.04,-0.04,32.16,0.2927456
"2025-10-23 10:40:10.7",541362,2,38,0.3,0.01,-0.03,32.16,0.3001666
"2025-10-23 10:40:10.75",541363,3,0,0.3,0.01,-0.03,32.16,0.3001666
"2025-10-23 10:40:10.8",541364,4,0,0.3,0.01,-0.04,32.16,0.3001666
"2025-10-23 10:40:10.85",541365,5,0,0.29,0.01,-0.04,32.16,0.2901724
"2025-10-23 10:40:10.9",541366,6,1,0.29,0.01,-0.04,32.16,0.2901724
"2025-10-23 10:40:10.95",541367,1,10,0.29,0.01,-0.04,32.16,0.2901724
"2025-10-23 10:40:11",541368,2,38,0.31,0,-0.04,32.16,0.31
"2025-10-23 10:40:11.05",541369,3,0,0.31,0,-0.04,32.16,0.31
"2025-10-23 10:40:11.1",541370,4,0,0.3,0,-0.03,32.17,0.3
"2025-10-23 10:40:11.15",541371,5,0,0.3,0.01,-0.02,32.17,0.3001666
"2025-10-23 10:40:11.2",541372,6,1,0.3,0.01,-0.02,32.17,0.3001666
"2025-10-23 10:40:11.25",541373,1,10,0.3,0,-0.02,32.18,0.3
"2025-10-23 10:40:11.3",541374,2,38,0.31,-0.01,-0.02,32.18,0.3101613
"2025-10-23 10:40:11.35",541375,3,0,0.31,0.01,-0.02,32.18,0.3101613
"2025-10-23 10:40:11.4",541376,4,0,0.3,0.01,-0.03,32.18,0.3001666
"2025-10-23 10:40:11.45",541377,5,0,0.3,0.01,-0.03,32.18,0.3001666
"2025-10-23 10:40:11.5",541378,6,1,0.31,0.01,-0.02,32.18,0.3101613
"2025-10-23 10:40:11.55",541379,1,10,0.31,0,-0.03,32.19,0.31
"2025-10-23 10:40:11.6",541380,2,38,0.32,-0.01,-0.03,32.19,0.3201562
"2025-10-23 10:40:11.65",541381,3,0,0.32,-0.03,-0.02,32.19,0.3214032
"2025-10-23 10:40:11.7",541382,4,0,0.31,-0.03,0.01,32.19,0.3114482
"2025-10-23 10:40:11.75",541383,5,0,0.31,-0.03,0.01,32.19,0.3114482
"2025-10-23 10:40:11.8",541384,6,1,0.33,-0.01,0,32.19,0.3301515
"2025-10-23 10:40:11.85",541385,1,10,0.33,0.01,0,32.19,0.3301515
"2025-10-23 10:40:11.9",541386,2,38,0.32,0,0.01,32.18,0.32
"2025-10-23 10:40:11.95",541387,3,0,0.31,0.01,-0.01,32.17,0.3101613
"2025-10-23 10:40:12",541388,4,0,0.31,0,-0.01,32.17,0.31
"2025-10-23 10:40:12.05",541389,5,0,0.31,0,-0.01,32.17,0.31
"2025-10-23 10:40:12.1",541390,6,1,0.31,-0.01,-0.01,32.17,0.3101613
"2025-10-23 10:40:12.15",541391,1,10,0.29,0.03,-0.01,32.17,0.2915476
"2025-10-23 10:40:12.2",541392,2,38,0.3,0.01,-0.01,32.17,0.3001666
"2025-10-23 10:40:12.25",541393,3,0,0.3,0.01,-0.02,32.16,0.3001666
"2025-10-23 10:40:12.3",541394,4,0,0.31,-0.01,-0.02,32.16,0.3101613
"2025-10-23 10:40:12.35",541395,5,0,0.32,-0.01,-0.01,32.15,0.3201562
"2025-10-23 10:40:12.4",541396,6,1,0.33,-0.02,-0.01,32.15,0.3306055
"2025-10-23 10:40:12.45",541397,1,10,0.33,-0.03,-0.01,32.15,0.3313608
"2025-10-23 10:40:12.5",541398,2,38,0.33,-0.03,-0.01,32.15,0.3313608
"2025-10-23 10:40:12.55",541399,3,0,0.32,-0.01,-0.01,32.16,0.3201562
"2025-10-23 10:40:12.6",541400,4,0,0.3,0.02,-0.01,32.16,0.3006659
"2025-10-23 10:40:12.65",541401,5,0,0.31,0.02,-0.01,32.17,0.3106445
"2025-10-23 10:40:12.7",541402,6,1,0.32,0.03,0,32.17,0.3214032
"2025-10-23 10:40:12.75",541403,1,10,0.33,0.02,-0.01,32.17,0.3306055
"2025-10-23 10:40:12.8",541404,2,38,0.32,-0.01,-0.01,32.16,0.3201562
"2025-10-23 10:40:12.85",541405,3,0,0.33,-0.02,-0.02,32.16,0.3306055
"2025-10-23 10:40:12.9",541406,4,0,0.34,-0.02,-0.02,32.16,0.3405877
"2025-10-23 10:40:12.95",541407,5,0,0.35,-0.01,-0.01,32.16,0.3501428
"2025-10-23 10:40:13",541408,6,1,0.33,-0.02,0.01,32.16,0.3306055
"2025-10-23 10:40:13.05",541409,1,10,0.32,-0.02,0,32.16,0.3206244
"2025-10-23 10:40:13.1",541410,2,38,0.33,-0.02,-0.01,32.16,0.3306055
"2025-10-23 10:40:13.15",541411,3,0,0.33,-0.01,-0.01,32.16,0.3301515
"2025-10-23 10:40:13.2",541412,4,0,0.33,-0.01,-0.01,32.16,0.3301515
"2025-10-23 10:40:13.25",541413,5,0,0.34,0,-0.01,32.16,0.34
"2025-10-23 10:40:13.3",541414,6,1,0.34,0,-0.01,32.16,0.34
"2025-10-23 10:40:13.35",541415,1,10,0.32,-0.01,-0.01,32.16,0.3201562
"2025-10-23 10:40:13.4",541416,2,38,0.32,-0.02,-0.02,32.15,0.3206244
"2025-10-23 10:40:13.45",541417,3,0,0.31,-0.01,-0.02,32.15,0.3101613
"2025-10-23 10:40:13.5",541418,4,0,0.3,0,-0.02,32.15,0.3
"2025-10-23 10:40:13.55",541419,5,0,0.3,0.01,-0.02,32.15,0.3001666
"2025-10-23 10:40:13.6",541420,6,1,0.3,0.01,-0.02,32.15,0.3001666
"2025-10-23 10:40:13.65",541421,1,10,0.3,0,-0.02,32.15,0.3
"2025-10-23 10:40:13.7",541422,2,38,0.3,0,-0.02,32.15,0.3
"2025-10-23 10:40:13.75",541423,3,0,0.3,0.01,-0.02,32.15,0.3001666
"2025-10-23 10:40:13.8",541424,4,0,0.29,0.04,-0.02,32.15,0.2927456
"2025-10-23 10:40:13.85",541425,5,0,0.3,0.02,-0.01,32.15,0.3006659
"2025-10-23 10:40:13.9",541426,6,1,0.3,0.02,-0.01,32.15,0.3006659
"2025-10-23 10:40:13.95",541427,1,10,0.31,0.02,-0.01,32.15,0.3106445
"2025-10-23 10:40:14",541428,2,38,0.31,0.05,-0.01,32.15,0.3140064
"2025-10-23 10:40:14.05",541429,3,0,0.31,0.05,-0.01,32.16,0.3140064
"2025-10-23 10:40:14.1",541430,4,0,0.31,0.05,-0.03,32.16,0.3140064
"2025-10-23 10:40:14.15",541431,5,0,0.3,0.04,-0.02,32.16,0.3026549
"2025-10-23 10:40:14.2",541432,6,1,0.3,0.04,-0.02,32.16,0.3026549
"2025-10-23 10:40:14.25",541433,1,10,0.3,0.04,-0.02,32.16,0.3026549
"2025-10-23 10:40:14.3",541434,2,38,0.3,0.04,-0.01,32.16,0.3026549
"2025-10-23 10:40:14.35",541435,3,0,0.31,0.05,-0.02,32.16,0.3140064
"2025-10-23 10:40:14.4",541436,4,0,0.32,0.05,-0.01,32.17,0.3238827
"2025-10-23 10:40:14.45",541437,5,0,0.31,0.05,-0.01,32.17,0.3140064
"2025-10-23 10:40:14.5",541438,6,1,0.32,0.03,-0.02,32.16,0.3214032
"2025-10-23 10:40:14.55",541439,1,10,0.32,0.03,-0.02,32.16,0.3214032
"2025-10-23 10:40:14.6",541440,2,38,0.32,0.01,-0.02,32.15,0.3201562
"2025-10-23 10:40:14.65",541441,3,0,0.31,0.01,-0.02,32.15,0.3101613
"2025-10-23 10:40:14.7",541442,4,0,0.32,-0.02,-0.03,32.16,0.3206244
"2025-10-23 10:40:14.75",541443,5,0,0.31,-0.03,-0.03,32.16,0.3114482
"2025-10-23 10:40:14.8",541444,6,1,0.31,-0.03,-0.03,32.16,0.3114482
"2025-10-23 10:40:14.85",541445,1,10,0.32,-0.02,-0.02,32.16,0.3206244
"2025-10-23 10:40:14.9",541446,2,38,0.32,-0.01,-0.01,32.15,0.3201562
"2025-10-23 10:40:14.95",541447,3,0,0.33,-0.01,0,32.15,0.3301515
"2025-10-23 10:40:15",541448,4,0,0.33,-0.01,-0.01,32.15,0.3301515
"2025-10-23 10:40:15.05",541449,5,0,0.33,-0.01,-0.01,32.15,0.3301515
"2025-10-23 10:40:15.1",541450,6,1,0.34,0,-0.01,32.15,0.34
