"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-10-22 17:40:07.1",437969,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.15",437970,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.2",437971,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.25",437972,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.3",437973,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.35",437974,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.4",437975,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.45",437976,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.5",437977,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.55",437978,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.6",437979,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.65",437980,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.7",437981,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.75",437982,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.8",437983,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.85",437984,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.9",437985,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:07.95",437986,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08",437987,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.05",437988,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.1",437989,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.15",437990,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.2",437991,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.25",437992,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.3",437993,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.35",437994,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.4",437995,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.45",437996,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.5",437997,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.55",437998,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.6",437999,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.65",438000,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.7",438001,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.75",438002,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.8",438003,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.85",438004,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.9",438005,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:08.95",438006,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09",438007,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.05",438008,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.1",438009,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.15",438010,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.2",438011,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.25",438012,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.3",438013,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.35",438014,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.4",438015,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.45",438016,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.5",438017,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.55",438018,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.6",438019,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.65",438020,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.7",438021,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.75",438022,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.8",438023,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.85",438024,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.9",438025,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:09.95",438026,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10",438027,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.05",438028,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.1",438029,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.15",438030,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.2",438031,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.25",438032,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.3",438033,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.35",438034,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.4",438035,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.45",438036,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.5",438037,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.55",438038,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.6",438039,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.65",438040,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.7",438041,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.75",438042,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.8",438043,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.85",438044,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.9",438045,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:10.95",438046,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11",438047,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.05",438048,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.1",438049,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.15",438050,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.2",438051,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.25",438052,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.3",438053,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.35",438054,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.4",438055,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.45",438056,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.5",438057,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.55",438058,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.6",438059,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.65",438060,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.7",438061,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.75",438062,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.8",438063,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.85",438064,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.9",438065,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:11.95",438066,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12",438067,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.05",438068,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.1",438069,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.15",438070,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.2",438071,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.25",438072,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.3",438073,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.35",438074,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.4",438075,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.45",438076,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.5",438077,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.55",438078,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.6",438079,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.65",438080,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.7",438081,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.75",438082,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.8",438083,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.85",438084,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.9",438085,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:12.95",438086,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13",438087,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.05",438088,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.1",438089,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.15",438090,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.2",438091,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.25",438092,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.3",438093,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.35",438094,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.4",438095,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.45",438096,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.5",438097,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.55",438098,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.6",438099,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.65",438100,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.7",438101,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.75",438102,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.8",438103,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.85",438104,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.9",438105,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:13.95",438106,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:14",438107,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-10-22 17:40:14.05",438108,"NAN","NAN","NAN","NAN","NAN","NAN","NAN"
