"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-09-23 16:20:07.6",83748,2,38,0.3,-0.03,-0.02,34.54,0.3014963
"2025-09-23 16:20:07.65",83749,3,0,0.32,-0.02,-0.02,34.54,0.3206244
"2025-09-23 16:20:07.7",83750,4,0,0.32,-0.03,-0.02,34.54,0.3214032
"2025-09-23 16:20:07.75",83751,5,0,0.32,-0.01,-0.03,34.54,0.3201562
"2025-09-23 16:20:07.8",83752,6,1,0.33,-0.01,-0.03,34.54,0.3301515
"2025-09-23 16:20:07.85",83753,1,10,0.32,-0.02,-0.03,34.54,0.3206244
"2025-09-23 16:20:07.9",83754,2,38,0.32,-0.03,-0.04,34.54,0.3214032
"2025-09-23 16:20:07.95",83755,3,0,0.32,-0.02,-0.03,34.54,0.3206244
"2025-09-23 16:20:08",83756,4,0,0.32,-0.02,-0.02,34.54,0.3206244
"2025-09-23 16:20:08.05",83757,5,0,0.32,-0.02,-0.01,34.54,0.3206244
"2025-09-23 16:20:08.1",83758,6,1,0.31,-0.04,-0.02,34.54,0.31257
"2025-09-23 16:20:08.15",83759,1,10,0.32,-0.02,-0.01,34.54,0.3206244
"2025-09-23 16:20:08.2",83760,2,38,0.31,-0.01,-0.02,34.54,0.3101613
"2025-09-23 16:20:08.25",83761,3,0,0.31,0,-0.01,34.54,0.31
"2025-09-23 16:20:08.3",83762,4,0,0.31,-0.01,-0.01,34.54,0.3101613
"2025-09-23 16:20:08.35",83763,5,0,0.32,-0.02,-0.01,34.54,0.3206244
"2025-09-23 16:20:08.4",83764,6,1,0.32,-0.02,0,34.54,0.3206244
"2025-09-23 16:20:08.45",83765,1,10,0.32,-0.03,-0.01,34.54,0.3214032
"2025-09-23 16:20:08.5",83766,2,38,0.32,-0.03,-0.02,34.54,0.3214032
"2025-09-23 16:20:08.55",83767,3,0,0.32,-0.02,-0.02,34.54,0.3206244
"2025-09-23 16:20:08.6",83768,4,0,0.32,-0.01,-0.01,34.54,0.3201562
"2025-09-23 16:20:08.65",83769,5,0,0.32,-0.01,0.01,34.53,0.3201562
"2025-09-23 16:20:08.7",83770,6,1,0.33,-0.01,0,34.52,0.3301515
"2025-09-23 16:20:08.75",83771,1,10,0.31,0,0.01,34.53,0.31
"2025-09-23 16:20:08.8",83772,2,38,0.32,-0.01,0.01,34.53,0.3201562
"2025-09-23 16:20:08.85",83773,3,0,0.32,-0.01,0.01,34.54,0.3201562
"2025-09-23 16:20:08.9",83774,4,0,0.32,-0.01,0.01,34.54,0.3201562
"2025-09-23 16:20:08.95",83775,5,0,0.31,-0.01,0,34.53,0.3101613
"2025-09-23 16:20:09",83776,6,1,0.31,0.01,-0.01,34.53,0.3101613
"2025-09-23 16:20:09.05",83777,1,10,0.31,0.01,-0.02,34.53,0.3101613
"2025-09-23 16:20:09.1",83778,2,38,0.3,0.01,-0.04,34.53,0.3001666
"2025-09-23 16:20:09.15",83779,3,0,0.28,0.03,-0.03,34.53,0.2816026
"2025-09-23 16:20:09.2",83780,4,0,0.29,0.01,-0.03,34.53,0.2901724
"2025-09-23 16:20:09.25",83781,5,0,0.27,0.02,-0.02,34.53,0.2707397
"2025-09-23 16:20:09.3",83782,6,1,0.27,0.02,-0.01,34.53,0.2707397
"2025-09-23 16:20:09.35",83783,1,10,0.28,0.03,-0.01,34.53,0.2816026
"2025-09-23 16:20:09.4",83784,2,38,0.29,0.01,-0.01,34.53,0.2901724
"2025-09-23 16:20:09.45",83785,3,0,0.29,0.01,-0.01,34.53,0.2901724
"2025-09-23 16:20:09.5",83786,4,0,0.3,0,0,34.53,0.3
"2025-09-23 16:20:09.55",83787,5,0,0.3,-0.01,0.01,34.53,0.3001666
"2025-09-23 16:20:09.6",83788,6,1,0.31,-0.01,0.01,34.53,0.3101613
"2025-09-23 16:20:09.65",83789,1,10,0.31,-0.01,0.01,34.52,0.3101613
"2025-09-23 16:20:09.7",83790,2,38,0.3,-0.01,0.01,34.52,0.3001666
"2025-09-23 16:20:09.75",83791,3,0,0.3,0,0,34.52,0.3
"2025-09-23 16:20:09.8",83792,4,0,0.3,0,-0.02,34.52,0.3
"2025-09-23 16:20:09.85",83793,5,0,0.29,-0.01,-0.02,34.53,0.2901724
"2025-09-23 16:20:09.9",83794,6,1,0.26,-0.01,-0.02,34.53,0.2601922
"2025-09-23 16:20:09.95",83795,1,10,0.26,-0.01,-0.02,34.52,0.2601922
"2025-09-23 16:20:10",83796,2,38,0.27,0,-0.02,34.52,0.27
"2025-09-23 16:20:10.05",83797,3,0,0.29,-0.01,-0.02,34.52,0.2901724
"2025-09-23 16:20:10.1",83798,4,0,0.28,-0.02,-0.02,34.52,0.2807134
"2025-09-23 16:20:10.15",83799,5,0,0.29,-0.02,-0.03,34.52,0.2906888
"2025-09-23 16:20:10.2",83800,6,1,0.28,-0.01,-0.04,34.52,0.2801785
"2025-09-23 16:20:10.25",83801,1,10,0.28,-0.01,-0.04,34.51,0.2801785
"2025-09-23 16:20:10.3",83802,2,38,0.27,0,-0.04,34.51,0.27
"2025-09-23 16:20:10.35",83803,3,0,0.27,0,-0.04,34.51,0.27
"2025-09-23 16:20:10.4",83804,4,0,0.25,0.01,-0.04,34.51,0.2501999
"2025-09-23 16:20:10.45",83805,5,0,0.25,0.01,-0.03,34.51,0.2501999
"2025-09-23 16:20:10.5",83806,6,1,0.25,0.03,-0.04,34.51,0.2517936
"2025-09-23 16:20:10.55",83807,1,10,0.26,0.03,-0.03,34.51,0.261725
"2025-09-23 16:20:10.6",83808,2,38,0.25,0.03,-0.02,34.51,0.2517936
"2025-09-23 16:20:10.65",83809,3,0,0.26,0.03,-0.02,34.51,0.261725
"2025-09-23 16:20:10.7",83810,4,0,0.27,0.02,-0.02,34.51,0.2707397
"2025-09-23 16:20:10.75",83811,5,0,0.27,0.02,-0.03,34.51,0.2707397
"2025-09-23 16:20:10.8",83812,6,1,0.27,0.02,-0.04,34.51,0.2707397
"2025-09-23 16:20:10.85",83813,1,10,0.27,0.02,-0.05,34.51,0.2707397
"2025-09-23 16:20:10.9",83814,2,38,0.27,0.02,-0.05,34.51,0.2707397
"2025-09-23 16:20:10.95",83815,3,0,0.28,0,-0.05,34.51,0.28
"2025-09-23 16:20:11",83816,4,0,0.29,0.01,-0.06,34.51,0.2901724
"2025-09-23 16:20:11.05",83817,5,0,0.27,0.02,-0.07,34.51,0.2707397
"2025-09-23 16:20:11.1",83818,6,1,0.27,0.02,-0.07,34.51,0.2707397
"2025-09-23 16:20:11.15",83819,1,10,0.27,0.04,-0.06,34.51,0.2729469
"2025-09-23 16:20:11.2",83820,2,38,0.28,0.05,-0.06,34.51,0.2844293
"2025-09-23 16:20:11.25",83821,3,0,0.27,0.07,-0.06,34.51,0.2789265
"2025-09-23 16:20:11.3",83822,4,0,0.27,0.08,-0.05,34.51,0.2816026
"2025-09-23 16:20:11.35",83823,5,0,0.27,0.07,-0.05,34.51,0.2789265
"2025-09-23 16:20:11.4",83824,6,1,0.27,0.07,-0.05,34.51,0.2789265
"2025-09-23 16:20:11.45",83825,1,10,0.26,0.08,-0.04,34.51,0.2720294
"2025-09-23 16:20:11.5",83826,2,38,0.27,0.07,-0.03,34.52,0.2789265
"2025-09-23 16:20:11.55",83827,3,0,0.28,0.08,-0.03,34.54,0.2912044
"2025-09-23 16:20:11.6",83828,4,0,0.3,0.07,-0.01,34.54,0.3080584
"2025-09-23 16:20:11.65",83829,5,0,0.29,0.05,-0.01,34.54,0.2942788
"2025-09-23 16:20:11.7",83830,6,1,0.29,0.04,0.01,34.56,0.2927456
"2025-09-23 16:20:11.75",83831,1,10,0.3,0.04,0,34.56,0.3026549
"2025-09-23 16:20:11.8",83832,2,38,0.3,0.04,0.01,34.56,0.3026549
"2025-09-23 16:20:11.85",83833,3,0,0.29,0.04,0.02,34.56,0.2927456
"2025-09-23 16:20:11.9",83834,4,0,0.29,0.03,0.03,34.55,0.2915476
"2025-09-23 16:20:11.95",83835,5,0,0.27,0.02,0.03,34.55,0.2707397
"2025-09-23 16:20:12",83836,6,1,0.29,0.01,0.02,34.54,0.2901724
"2025-09-23 16:20:12.05",83837,1,10,0.29,-0.01,0.01,34.53,0.2901724
"2025-09-23 16:20:12.1",83838,2,38,0.3,-0.01,0.02,34.53,0.3001666
"2025-09-23 16:20:12.15",83839,3,0,0.31,-0.02,0.02,34.54,0.3106445
"2025-09-23 16:20:12.2",83840,4,0,0.3,-0.03,0.01,34.54,0.3014963
"2025-09-23 16:20:12.25",83841,5,0,0.3,-0.03,0.01,34.54,0.3014963
"2025-09-23 16:20:12.3",83842,6,1,0.29,-0.01,0.01,34.54,0.2901724
"2025-09-23 16:20:12.35",83843,1,10,0.29,-0.01,-0.01,34.54,0.2901724
"2025-09-23 16:20:12.4",83844,2,38,0.29,-0.02,-0.02,34.54,0.2906888
"2025-09-23 16:20:12.45",83845,3,0,0.3,-0.01,-0.03,34.54,0.3001666
"2025-09-23 16:20:12.5",83846,4,0,0.3,-0.01,-0.03,34.54,0.3001666
"2025-09-23 16:20:12.55",83847,5,0,0.3,0,-0.03,34.54,0.3
"2025-09-23 16:20:12.6",83848,6,1,0.29,0.01,-0.03,34.54,0.2901724
"2025-09-23 16:20:12.65",83849,1,10,0.29,0.01,-0.03,34.54,0.2901724
"2025-09-23 16:20:12.7",83850,2,38,0.28,0,-0.02,34.54,0.28
"2025-09-23 16:20:12.75",83851,3,0,0.25,0.01,-0.02,34.54,0.2501999
"2025-09-23 16:20:12.8",83852,4,0,0.25,0.01,-0.03,34.54,0.2501999
"2025-09-23 16:20:12.85",83853,5,0,0.25,0.01,-0.02,34.54,0.2501999
"2025-09-23 16:20:12.9",83854,6,1,0.26,0.02,-0.01,34.54,0.2607681
"2025-09-23 16:20:12.95",83855,1,10,0.28,-0.01,-0.01,34.54,0.2801785
"2025-09-23 16:20:13",83856,2,38,0.29,-0.03,-0.02,34.54,0.2915476
"2025-09-23 16:20:13.05",83857,3,0,0.3,-0.04,-0.02,34.54,0.3026549
"2025-09-23 16:20:13.1",83858,4,0,0.32,-0.03,-0.02,34.55,0.3214032
"2025-09-23 16:20:13.15",83859,5,0,0.33,-0.05,-0.03,34.56,0.3337664
"2025-09-23 16:20:13.2",83860,6,1,0.33,-0.03,-0.03,34.56,0.3313608
"2025-09-23 16:20:13.25",83861,1,10,0.33,-0.05,-0.03,34.56,0.3337664
"2025-09-23 16:20:13.3",83862,2,38,0.31,-0.03,-0.03,34.55,0.3114482
"2025-09-23 16:20:13.35",83863,3,0,0.31,-0.03,-0.03,34.55,0.3114482
"2025-09-23 16:20:13.4",83864,4,0,0.31,-0.02,-0.03,34.55,0.3106445
"2025-09-23 16:20:13.45",83865,5,0,0.31,-0.02,-0.03,34.55,0.3106445
"2025-09-23 16:20:13.5",83866,6,1,0.32,-0.02,-0.03,34.55,0.3206244
"2025-09-23 16:20:13.55",83867,1,10,0.32,-0.02,-0.03,34.56,0.3206244
"2025-09-23 16:20:13.6",83868,2,38,0.32,-0.01,-0.03,34.56,0.3201562
"2025-09-23 16:20:13.65",83869,3,0,0.32,-0.01,-0.02,34.56,0.3201562
"2025-09-23 16:20:13.7",83870,4,0,0.32,-0.02,-0.02,34.55,0.3206244
"2025-09-23 16:20:13.75",83871,5,0,0.32,-0.02,-0.03,34.55,0.3206244
"2025-09-23 16:20:13.8",83872,6,1,0.31,-0.02,-0.03,34.55,0.3106445
"2025-09-23 16:20:13.85",83873,1,10,0.31,-0.02,-0.03,34.55,0.3106445
"2025-09-23 16:20:13.9",83874,2,38,0.31,-0.02,-0.03,34.55,0.3106445
"2025-09-23 16:20:13.95",83875,3,0,0.31,-0.02,-0.03,34.56,0.3106445
"2025-09-23 16:20:14",83876,4,0,0.31,-0.02,-0.03,34.56,0.3106445
"2025-09-23 16:20:14.05",83877,5,0,0.31,-0.02,-0.03,34.56,0.3106445
"2025-09-23 16:20:14.1",83878,6,1,0.3,-0.03,-0.04,34.56,0.3014963
"2025-09-23 16:20:14.15",83879,1,10,0.3,-0.03,-0.04,34.55,0.3014963
"2025-09-23 16:20:14.2",83880,2,38,0.3,-0.03,-0.04,34.55,0.3014963
"2025-09-23 16:20:14.25",83881,3,0,0.31,-0.02,-0.03,34.56,0.3106445
"2025-09-23 16:20:14.3",83882,4,0,0.32,-0.02,-0.03,34.56,0.3206244
"2025-09-23 16:20:14.35",83883,5,0,0.31,-0.01,-0.02,34.56,0.3101613
"2025-09-23 16:20:14.4",83884,6,1,0.29,-0.01,-0.02,34.56,0.2901724
"2025-09-23 16:20:14.45",83885,1,10,0.29,-0.01,-0.02,34.56,0.2901724
"2025-09-23 16:20:14.5",83886,2,38,0.31,-0.02,-0.02,34.56,0.3106445
"2025-09-23 16:20:14.55",83887,3,0,0.32,-0.02,-0.02,34.55,0.3206244
"2025-09-23 16:20:14.6",83888,4,0,0.32,-0.02,-0.02,34.54,0.3206244
"2025-09-23 16:20:14.65",83889,5,0,0.32,-0.02,-0.03,34.53,0.3206244
"2025-09-23 16:20:14.7",83890,6,1,0.31,-0.01,-0.02,34.53,0.3101613
"2025-09-23 16:20:14.75",83891,1,10,0.31,-0.01,-0.02,34.53,0.3101613
"2025-09-23 16:20:14.8",83892,2,38,0.3,0.01,-0.02,34.53,0.3001666
"2025-09-23 16:20:14.85",83893,3,0,0.29,0.03,-0.01,34.53,0.2915476
"2025-09-23 16:20:14.9",83894,4,0,0.3,0.01,0,34.53,0.3001666
"2025-09-23 16:20:14.95",83895,5,0,0.29,0.03,0.01,34.53,0.2915476
"2025-09-23 16:20:15",83896,6,1,0.29,0.03,0.01,34.53,0.2915476
"2025-09-23 16:20:15.05",83897,1,10,0.28,0.03,0,34.53,0.2816026
