"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-09-23 15:25:48.35",18563,5,0,4.93,-0.62,-0.19,35,4.968832
"2025-09-23 15:25:48.4",18564,6,1,4.93,0.3,-0.07,34.96,4.939119
"2025-09-23 15:25:48.45",18565,1,10,5.61,0.36,0.04,35.02,5.621539
"2025-09-23 15:25:48.5",18566,2,38,6.02,0.56,0.25,35.01,6.04599
"2025-09-23 15:25:48.55",18567,3,0,5.66,0.04,-0.24,35.01,5.660141
"2025-09-23 15:25:48.6",18568,4,0,5.42,0.27,-0.42,34.98,5.426721
"2025-09-23 15:25:48.65",18569,5,0,5.58,0,0.03,35,5.58
"2025-09-23 15:25:48.7",18570,6,1,5.64,-0.52,-0.11,34.97,5.663921
"2025-09-23 15:25:48.75",18571,1,10,5.66,0.15,0.08,34.99,5.661987
"2025-09-23 15:25:48.8",18572,2,38,5.82,-0.15,0.01,35,5.821933
"2025-09-23 15:25:48.85",18573,3,0,5.9,0.06,0.05,34.97,5.900305
"2025-09-23 15:25:48.9",18574,4,0,5.67,0.05,0.11,34.99,5.67022
"2025-09-23 15:25:48.95",18575,5,0,5.28,-0.15,0.23,34.97,5.28213
"2025-09-23 15:25:49",18576,6,1,5.5,-0.13,0.27,34.97,5.501536
"2025-09-23 15:25:49.05",18577,1,10,5.79,0.08,0.33,35.02,5.790553
"2025-09-23 15:25:49.1",18578,2,38,5.07,0.32,-0.12,34.98,5.080089
"2025-09-23 15:25:49.15",18579,3,0,5.04,0.17,0.04,35,5.042866
"2025-09-23 15:25:49.2",18580,4,0,5.76,0.17,0.13,34.95,5.762508
"2025-09-23 15:25:49.25",18581,5,0,5.64,0.42,0.19,34.98,5.655616
"2025-09-23 15:25:49.3",18582,6,1,5.27,-0.49,-0.16,34.96,5.292731
"2025-09-23 15:25:49.35",18583,1,10,4.7,-0.09,-0.15,34.98,4.700862
"2025-09-23 15:25:49.4",18584,2,38,4.61,0.27,-0.66,34.96,4.6179
"2025-09-23 15:25:49.45",18585,3,0,4.66,0.16,-0.75,34.96,4.662746
"2025-09-23 15:25:49.5",18586,4,0,5.64,-0.14,-0.15,34.98,5.641737
"2025-09-23 15:25:49.55",18587,5,0,6.15,-0.12,0.23,34.98,6.151171
"2025-09-23 15:25:49.6",18588,6,1,6.27,-0.14,0.05,34.98,6.271563
"2025-09-23 15:25:49.65",18589,1,10,6.18,-0.19,-0.13,34.99,6.18292
"2025-09-23 15:25:49.7",18590,2,38,6.04,-0.43,-0.21,34.97,6.055286
"2025-09-23 15:25:49.75",18591,3,0,5.91,-0.2,0.09,34.95,5.913383
"2025-09-23 15:25:49.8",18592,4,0,5.67,-0.14,0.11,34.97,5.671728
"2025-09-23 15:25:49.85",18593,5,0,5.48,-0.13,0.33,34.95,5.481542
"2025-09-23 15:25:49.9",18594,6,1,5.36,0.04,-0.16,35.02,5.360149
"2025-09-23 15:25:49.95",18595,1,10,4.94,-0.17,0.07,34.96,4.942924
"2025-09-23 15:25:50",18596,2,38,5.3,0.01,-0.73,34.93,5.30001
"2025-09-23 15:25:50.05",18597,3,0,5.6,0.1,-0.39,34.99,5.600892
"2025-09-23 15:25:50.1",18598,4,0,6.01,0.07,-0.03,34.97,6.010408
"2025-09-23 15:25:50.15",18599,5,0,5.95,-0.48,0.07,34.97,5.96933
"2025-09-23 15:25:50.2",18600,6,1,5.8,-0.3,-0.37,34.99,5.807754
"2025-09-23 15:25:50.25",18601,1,10,6.37,-0.45,0.14,34.96,6.385875
"2025-09-23 15:25:50.3",18602,2,38,5.73,0.2,0.05,34.92,5.73349
"2025-09-23 15:25:50.35",18603,3,0,5.88,-0.25,0.14,34.98,5.885312
"2025-09-23 15:25:50.4",18604,4,0,6.15,-0.53,-0.05,34.93,6.172795
"2025-09-23 15:25:50.45",18605,5,0,5.79,0.01,0.01,34.95,5.790008
"2025-09-23 15:25:50.5",18606,6,1,5.47,-0.21,-0.09,34.97,5.47403
"2025-09-23 15:25:50.55",18607,1,10,5,0.59,-0.65,35,5.03469
"2025-09-23 15:25:50.6",18608,2,38,5.33,0.2,0.01,34.96,5.333751
"2025-09-23 15:25:50.65",18609,3,0,5.28,0,-0.01,34.96,5.28
"2025-09-23 15:25:50.7",18610,4,0,5.75,0.05,0.23,35,5.750218
"2025-09-23 15:25:50.75",18611,5,0,5.86,0.02,0.04,34.98,5.860034
"2025-09-23 15:25:50.8",18612,6,1,5.93,-0.48,0.61,34.94,5.949395
"2025-09-23 15:25:50.85",18613,1,10,5.64,0.17,0.18,34.99,5.642562
"2025-09-23 15:25:50.9",18614,2,38,5.26,0.49,0.05,35.02,5.282774
"2025-09-23 15:25:50.95",18615,3,0,4.96,0.01,0.56,35.01,4.96001
"2025-09-23 15:25:51",18616,4,0,4.76,-0.44,-0.47,34.97,4.780293
"2025-09-23 15:25:51.05",18617,5,0,5.23,-0.13,-0.63,34.93,5.231615
"2025-09-23 15:25:51.1",18618,6,1,5.52,0.08,-0.19,35,5.52058
"2025-09-23 15:25:51.15",18619,1,10,5.64,-0.13,0.03,34.97,5.641498
"2025-09-23 15:25:51.2",18620,2,38,6.34,-0.22,-0.06,35.01,6.343816
"2025-09-23 15:25:51.25",18621,3,0,6.02,0.13,-0.14,35,6.021403
"2025-09-23 15:25:51.3",18622,4,0,5.79,0.04,-0.11,34.97,5.790138
"2025-09-23 15:25:51.35",18623,5,0,5.99,-0.25,-0.05,34.98,5.995214
"2025-09-23 15:25:51.4",18624,6,1,5.62,0.15,-0.01,34.96,5.622001
"2025-09-23 15:25:51.45",18625,1,10,5.71,0.18,0.09,34.98,5.712836
"2025-09-23 15:25:51.5",18626,2,38,6.01,0.04,0.11,34.97,6.010133
"2025-09-23 15:25:51.55",18627,3,0,5.79,-0.16,0.14,34.97,5.79221
"2025-09-23 15:25:51.6",18628,4,0,6.16,-0.18,0.46,34.97,6.162629
"2025-09-23 15:25:51.65",18629,5,0,5.53,0.15,-0.09,35,5.532034
"2025-09-23 15:25:51.7",18630,6,1,5.26,0.09,0.27,34.98,5.26077
"2025-09-23 15:25:51.75",18631,1,10,5.64,-0.3,-0.29,34.99,5.647973
"2025-09-23 15:25:51.8",18632,2,38,5.84,-0.15,-0.28,35.01,5.841926
"2025-09-23 15:25:51.85",18633,3,0,5.69,0.11,0.05,34.98,5.691064
"2025-09-23 15:25:51.9",18634,4,0,5.92,-0.13,0.07,35.02,5.921427
"2025-09-23 15:25:51.95",18635,5,0,5.76,-0.08,-0.11,34.98,5.760556
"2025-09-23 15:25:52",18636,6,1,5.57,-0.13,-0.25,35,5.571517
"2025-09-23 15:25:52.05",18637,1,10,5.77,0.16,-0.35,35,5.772218
"2025-09-23 15:25:52.1",18638,2,38,5.74,0.33,-0.1,34.98,5.749478
"2025-09-23 15:25:52.15",18639,3,0,6.08,-0.27,-0.21,35.02,6.085992
"2025-09-23 15:25:52.2",18640,4,0,5.89,-0.32,-0.24,34.97,5.898686
"2025-09-23 15:25:52.25",18641,5,0,5.5,0.13,0.08,34.99,5.501536
"2025-09-23 15:25:52.3",18642,6,1,5.77,-0.13,0.28,34.96,5.771464
"2025-09-23 15:25:52.35",18643,1,10,5.05,0.15,0.22,34.97,5.052228
"2025-09-23 15:25:52.4",18644,2,38,5.62,0.48,0.27,34.99,5.640461
"2025-09-23 15:25:52.45",18645,3,0,5.68,-0.27,-0.37,34.95,5.686413
"2025-09-23 15:25:52.5",18646,4,0,5.49,0.34,0.06,34.98,5.500518
"2025-09-23 15:25:52.55",18647,5,0,5.56,-0.13,0.07,35.01,5.56152
"2025-09-23 15:25:52.6",18648,6,1,5.61,-0.13,0.28,34.97,5.611506
"2025-09-23 15:25:52.65",18649,1,10,6.13,0.04,0.04,34.98,6.13013
"2025-09-23 15:25:52.7",18650,2,38,6,0.08,0.03,35,6.000534
"2025-09-23 15:25:52.75",18651,3,0,5.89,0,0.23,35.01,5.89
"2025-09-23 15:25:52.8",18652,4,0,5.65,0.59,0.06,34.97,5.680722
"2025-09-23 15:25:52.85",18653,5,0,4.84,0.22,-0.25,34.96,4.844998
"2025-09-23 15:25:52.9",18654,6,1,5.06,-0.2,-0.24,34.96,5.063951
"2025-09-23 15:25:52.95",18655,1,10,4.99,-0.44,-0.55,34.94,5.009361
"2025-09-23 15:25:53",18656,2,38,4.98,0.11,-0.32,34.95,4.981214
"2025-09-23 15:25:53.05",18657,3,0,5.25,0.55,-0.24,34.99,5.278731
"2025-09-23 15:25:53.1",18658,4,0,5.78,-0.5,0.05,34.99,5.801586
"2025-09-23 15:25:53.15",18659,5,0,6.12,0.04,0.13,35.01,6.12013
"2025-09-23 15:25:53.2",18660,6,1,5.8,0.05,0.17,35,5.800216
"2025-09-23 15:25:53.25",18661,1,10,6.04,-0.11,0.09,34.99,6.041001
"2025-09-23 15:25:53.3",18662,2,38,6.14,-0.47,-0.1,34.97,6.157962
"2025-09-23 15:25:53.35",18663,3,0,5.8,-0.16,0.11,34.98,5.802207
"2025-09-23 15:25:53.4",18664,4,0,6.14,-0.6,0.16,34.98,6.169246
"2025-09-23 15:25:53.45",18665,5,0,5.9,-0.28,0.06,34.95,5.90664
"2025-09-23 15:25:53.5",18666,6,1,5.67,0.01,0.46,35,5.670009
"2025-09-23 15:25:53.55",18667,1,10,5.63,-0.12,0.52,35,5.631279
"2025-09-23 15:25:53.6",18668,2,38,5.65,0.27,0.21,35.01,5.656448
"2025-09-23 15:25:53.65",18669,3,0,5.04,0.3,-0.4,34.99,5.048921
"2025-09-23 15:25:53.7",18670,4,0,5.32,0.13,-0.36,34.97,5.321588
"2025-09-23 15:25:53.75",18671,5,0,5.84,0.03,-0.13,34.98,5.840078
"2025-09-23 15:25:53.8",18672,6,1,5.74,-0.01,-0.39,34.96,5.740008
"2025-09-23 15:25:53.85",18673,1,10,5.94,-0.14,-0.11,34.94,5.94165
"2025-09-23 15:25:53.9",18674,2,38,5.7,-0.16,-0.21,34.99,5.702245
"2025-09-23 15:25:53.95",18675,3,0,5.48,0.07,-0.15,35.02,5.480447
"2025-09-23 15:25:54",18676,4,0,5.8,-0.01,-0.45,34.97,5.800009
"2025-09-23 15:25:54.05",18677,5,0,6.03,0,0.09,34.99,6.03
"2025-09-23 15:25:54.1",18678,6,1,6.13,-0.01,-0.06,35.02,6.130008
"2025-09-23 15:25:54.15",18679,1,10,5.39,0.37,-0.82,34.97,5.402684
"2025-09-23 15:25:54.2",18680,2,38,5.74,0.5,-0.23,34.97,5.761736
"2025-09-23 15:25:54.25",18681,3,0,5.66,0.03,-0.13,34.97,5.66008
"2025-09-23 15:25:54.3",18682,4,0,5.58,-0.1,-0.28,34.96,5.580896
"2025-09-23 15:25:54.35",18683,5,0,5.52,-0.41,0.18,34.93,5.535205
"2025-09-23 15:25:54.4",18684,6,1,5.91,0.16,0.44,34.99,5.912165
"2025-09-23 15:25:54.45",18685,1,10,5.39,0.47,-0.01,34.99,5.410453
"2025-09-23 15:25:54.5",18686,2,38,5.31,0.42,-0.26,34.96,5.326584
"2025-09-23 15:25:54.55",18687,3,0,4.93,0.19,-0.32,34.97,4.93366
"2025-09-23 15:25:54.6",18688,4,0,5.16,-0.42,-0.72,34.93,5.177064
"2025-09-23 15:25:54.65",18689,5,0,5.72,-0.11,-0.03,34.97,5.721058
"2025-09-23 15:25:54.7",18690,6,1,5.44,-0.11,-0.13,34.95,5.441112
"2025-09-23 15:25:54.75",18691,1,10,5.39,-0.11,0.06,34.97,5.391122
"2025-09-23 15:25:54.8",18692,2,38,5.95,-0.51,0.5,34.94,5.971817
"2025-09-23 15:25:54.85",18693,3,0,5.28,0,0.42,34.99,5.28
"2025-09-23 15:25:54.9",18694,4,0,5.89,-0.25,0.25,34.95,5.895303
"2025-09-23 15:25:54.95",18695,5,0,5.8,-0.41,0.31,34.93,5.814474
"2025-09-23 15:25:55",18696,6,1,5.25,0.13,-0.11,34.96,5.251609
"2025-09-23 15:25:55.05",18697,1,10,5.47,0.6,-0.3,35.01,5.502808
"2025-09-23 15:25:55.1",18698,2,38,5.7,-0.12,0.01,34.94,5.701263
"2025-09-23 15:25:55.15",18699,3,0,6,0.24,0.22,34.98,6.004798
"2025-09-23 15:25:55.2",18700,4,0,5.99,0.17,0.31,35,5.992412
"2025-09-23 15:25:55.25",18701,5,0,6.1,1.07,0.03,35,6.193133
"2025-09-23 15:25:55.3",18702,6,1,5.41,0.55,-0.64,34.95,5.437885
"2025-09-23 15:25:55.35",18703,1,10,5.16,0.41,-0.4,34.96,5.176263
"2025-09-23 15:25:55.4",18704,2,38,5.13,-0.45,0.35,34.94,5.149699
"2025-09-23 15:25:55.45",18705,3,0,5.18,0.02,-0.07,35,5.180038
"2025-09-23 15:25:55.5",18706,4,0,4.66,-0.1,-0.86,34.96,4.661073
"2025-09-23 15:25:55.55",18707,5,0,5.53,-0.18,-0.1,34.98,5.532929
"2025-09-23 15:25:55.6",18708,6,1,5.59,0.21,-0.05,34.97,5.593943
"2025-09-23 15:25:55.65",18709,1,10,5.96,-0.08,0.01,35,5.960537
"2025-09-23 15:25:55.7",18710,2,38,5.98,-0.12,0.12,34.97,5.981204
"2025-09-23 15:25:55.75",18711,3,0,5.94,-0.17,0.01,35,5.942432
"2025-09-23 15:25:55.8",18712,4,0,5.91,-0.29,-0.1,35,5.91711
"2025-09-23 15:25:55.85",18713,5,0,5.67,-0.51,0.24,34.96,5.69289
"2025-09-23 15:25:55.9",18714,6,1,5.62,-0.25,0.16,34.97,5.625558
"2025-09-23 15:25:55.95",18715,1,10,5.92,-0.15,0.16,34.96,5.9219
"2025-09-23 15:25:56",18716,2,38,6.22,-0.14,-0.18,34.99,6.221575
"2025-09-23 15:25:56.05",18717,3,0,5.53,0.5,-0.72,34.96,5.552558
"2025-09-23 15:25:56.1",18718,4,0,5.26,0.15,-0.31,34.97,5.262138
"2025-09-23 15:25:56.15",18719,5,0,5.79,-0.21,0.19,34.94,5.793808
"2025-09-23 15:25:56.2",18720,6,1,5.94,-0.18,0.14,34.95,5.942727
"2025-09-23 15:25:56.25",18721,1,10,5.82,0.22,-0.02,34.97,5.824157
"2025-09-23 15:25:56.3",18722,2,38,5.36,0.32,0.14,34.97,5.369544
"2025-09-23 15:25:56.35",18723,3,0,5.41,0.01,0.39,35,5.410009
"2025-09-23 15:25:56.4",18724,4,0,5.54,0.43,-0.5,34.92,5.556662
"2025-09-23 15:25:56.45",18725,5,0,5.86,0.17,0.04,34.95,5.862466
"2025-09-23 15:25:56.5",18726,6,1,5.74,-0.21,0.35,34.96,5.74384
"2025-09-23 15:25:56.55",18727,1,10,5.38,-0.37,0.16,34.96,5.392708
"2025-09-23 15:25:56.6",18728,2,38,4.86,0.18,-0.07,34.95,4.863332
"2025-09-23 15:25:56.65",18729,3,0,4.97,-0.09,0.05,34.97,4.970815
"2025-09-23 15:25:56.7",18730,4,0,5.05,-0.75,0.17,34.99,5.10539
"2025-09-23 15:25:56.75",18731,5,0,5.51,-0.62,-0.22,34.97,5.544773
"2025-09-23 15:25:56.8",18732,6,1,6.13,-0.5,-0.14,34.97,6.150358
"2025-09-23 15:25:56.85",18733,1,10,5.54,-0.27,0.44,34.95,5.546576
"2025-09-23 15:25:56.9",18734,2,38,5.47,-0.08,-0.53,34.98,5.470585
"2025-09-23 15:25:56.95",18735,3,0,5.1,0.36,-0.62,34.98,5.11269
"2025-09-23 15:25:57",18736,4,0,5.56,-0.15,-0.29,34.97,5.562023
"2025-09-23 15:25:57.05",18737,5,0,5.82,0.07,-0.23,34.95,5.820421
"2025-09-23 15:25:57.1",18738,6,1,5.68,0.05,-0.07,34.97,5.68022
"2025-09-23 15:25:57.15",18739,1,10,5.84,-0.2,0.04,34.96,5.843424
"2025-09-23 15:25:57.2",18740,2,38,5.56,-0.09,0.15,34.98,5.560728
"2025-09-23 15:25:57.25",18741,3,0,5.44,0.26,-0.04,34.97,5.44621
"2025-09-23 15:25:57.3",18742,4,0,5.51,0.29,-0.11,35.02,5.517626
"2025-09-23 15:25:57.35",18743,5,0,5.39,0.53,-0.14,34.99,5.415995
"2025-09-23 15:25:57.4",18744,6,1,5.54,0.21,-0.15,34.96,5.543979
"2025-09-23 15:25:57.45",18745,1,10,5.78,0.02,-0.36,34.97,5.780034
"2025-09-23 15:25:57.5",18746,2,38,5.64,-0.09,-0.01,34.99,5.640718
"2025-09-23 15:25:57.55",18747,3,0,5.23,0.1,0.16,34.97,5.230956
"2025-09-23 15:25:57.6",18748,4,0,5.58,-0.11,0.48,34.97,5.581084
"2025-09-23 15:25:57.65",18749,5,0,5.44,0.53,0.19,34.95,5.465757
"2025-09-23 15:25:57.7",18750,6,1,5.36,0.51,-0.17,34.94,5.384208
"2025-09-23 15:25:57.75",18751,1,10,5.68,0.11,-0.12,34.98,5.681065
"2025-09-23 15:25:57.8",18752,2,38,6.17,-0.17,0.1,34.97,6.172342
"2025-09-23 15:25:57.85",18753,3,0,6.13,0.22,-0.17,34.97,6.133946
"2025-09-23 15:25:57.9",18754,4,0,5.52,0.37,-0.31,34.97,5.532386
"2025-09-23 15:25:57.95",18755,5,0,5.5,0.2,-0.08,35,5.503636
"2025-09-23 15:25:58",18756,6,1,5.8,-0.11,0.14,34.98,5.801044
"2025-09-23 15:25:58.05",18757,1,10,5.58,0.1,0.21,34.93,5.580896
"2025-09-23 15:25:58.1",18758,2,38,5.47,0.11,0.21,34.93,5.471106
"2025-09-23 15:25:58.15",18759,3,0,5.37,0.21,0.17,34.97,5.374104
"2025-09-23 15:25:58.2",18760,4,0,4.86,0.05,-0.04,35,4.860258
"2025-09-23 15:25:58.25",18761,5,0,4.37,-0.29,-0.72,34.95,4.379612
"2025-09-23 15:25:58.3",18762,6,1,4.78,-0.49,-0.66,34.93,4.80505
"2025-09-23 15:25:58.35",18763,1,10,5.28,0.05,-0.08,34.97,5.280237
"2025-09-23 15:25:58.4",18764,2,38,5.53,0.39,-0.1,34.97,5.543736
"2025-09-23 15:25:58.45",18765,3,0,5.37,0.15,0.1,34.97,5.372094
"2025-09-23 15:25:58.5",18766,4,0,5.43,-0.64,-0.25,34.97,5.467586
"2025-09-23 15:25:58.55",18767,5,0,5.43,0.09,0.25,34.92,5.430746
"2025-09-23 15:25:58.6",18768,6,1,6,-0.46,0.24,34.97,6.017608
"2025-09-23 15:25:58.65",18769,1,10,5.92,-0.62,-0.28,35,5.952378
"2025-09-23 15:25:58.7",18770,2,38,5.21,-0.15,-0.06,34.95,5.212159
"2025-09-23 15:25:58.75",18771,3,0,5.45,0.49,0.14,34.95,5.471983
"2025-09-23 15:25:58.8",18772,4,0,5.04,0.36,-0.31,34.96,5.052841
"2025-09-23 15:25:58.85",18773,5,0,4.91,0.18,-0.07,34.98,4.913298
"2025-09-23 15:25:58.9",18774,6,1,5.31,0.26,-0.19,34.95,5.316362
"2025-09-23 15:25:58.95",18775,1,10,5.91,-0.16,0.19,34.97,5.912165
"2025-09-23 15:25:59",18776,2,38,5.56,-0.41,-0.03,34.95,5.575096
"2025-09-23 15:25:59.05",18777,3,0,5.24,-0.2,-0.77,34.98,5.243816
"2025-09-23 15:25:59.1",18778,4,0,5.78,0.11,-0.05,34.93,5.781047
"2025-09-23 15:25:59.15",18779,5,0,5.82,-0.12,-0.31,34.97,5.821237
"2025-09-23 15:25:59.2",18780,6,1,6.15,-0.01,-0.14,34.94,6.150008
"2025-09-23 15:25:59.25",18781,1,10,5.99,-0.25,0.16,34.96,5.995214
"2025-09-23 15:25:59.3",18782,2,38,5.96,-0.11,0.08,34.95,5.961015
"2025-09-23 15:25:59.35",18783,3,0,5.92,-0.15,0.08,34.97,5.9219
"2025-09-23 15:25:59.4",18784,4,0,6.09,-0.11,0.05,34.92,6.090994
"2025-09-23 15:25:59.45",18785,5,0,5.72,0.06,0.04,34.93,5.720314
"2025-09-23 15:25:59.5",18786,6,1,5.77,0.09,0.17,34.93,5.770702
"2025-09-23 15:25:59.55",18787,1,10,5.91,-0.16,0.24,34.96,5.912165
"2025-09-23 15:25:59.6",18788,2,38,5.65,0.04,0.16,34.95,5.650142
"2025-09-23 15:25:59.65",18789,3,0,5.67,-0.47,-0.03,34.93,5.689446
"2025-09-23 15:25:59.7",18790,4,0,5.32,0.27,0.06,35.02,5.326848
"2025-09-23 15:25:59.75",18791,5,0,5.32,-0.11,-0.46,34.97,5.321138
"2025-09-23 15:25:59.8",18792,6,1,6,0.04,-0.37,34.98,6.000133
"2025-09-23 15:25:59.85",18793,1,10,5.63,-0.24,-0.13,34.97,5.635113
"2025-09-23 15:25:59.9",18794,2,38,5.48,-0.1,0.07,34.96,5.480912
"2025-09-23 15:25:59.95",18795,3,0,5.96,-0.25,0.18,34.97,5.965241
"2025-09-23 15:26:00",18796,4,0,5.38,0.43,0.4,35.01,5.397157
"2025-09-23 15:26:00.05",18797,5,0,5.37,0.05,-0.52,34.96,5.370232
"2025-09-23 15:26:00.1",18798,6,1,5.48,0.15,-0.24,34.96,5.482052
"2025-09-23 15:26:00.15",18799,1,10,5.93,-0.12,-0.12,34.97,5.931214
"2025-09-23 15:26:00.2",18800,2,38,5.62,0.1,0.12,34.95,5.62089
"2025-09-23 15:26:00.25",18801,3,0,5.53,-0.11,0.31,34.95,5.531094
"2025-09-23 15:26:00.3",18802,4,0,5.59,0.16,0.39,34.96,5.59229
"2025-09-23 15:26:00.35",18803,5,0,5.98,0.05,0.11,34.98,5.980209
"2025-09-23 15:26:00.4",18804,6,1,5.59,-0.24,-0.42,35,5.59515
"2025-09-23 15:26:00.45",18805,1,10,5.28,0.21,-0.24,34.94,5.284175
"2025-09-23 15:26:00.5",18806,2,38,5.63,0.53,-0.18,34.94,5.654892
"2025-09-23 15:26:00.55",18807,3,0,5.83,-0.12,-0.2,34.95,5.831235
"2025-09-23 15:26:00.6",18808,4,0,5.84,-0.12,-0.01,34.93,5.841233
"2025-09-23 15:26:00.65",18809,5,0,6.06,0.14,-0.24,34.94,6.061617
"2025-09-23 15:26:00.7",18810,6,1,6.23,-0.11,0.02,34.97,6.230971
"2025-09-23 15:26:00.75",18811,1,10,6.09,-0.12,0.3,34.91,6.091182
"2025-09-23 15:26:00.8",18812,2,38,6.39,-0.34,0.31,34.95,6.399039
"2025-09-23 15:26:00.85",18813,3,0,6.21,-0.55,0.08,34.96,6.234309
"2025-09-23 15:26:00.9",18814,4,0,5.44,0.22,0.03,34.93,5.444447
"2025-09-23 15:26:00.95",18815,5,0,5.7,-0.21,0.19,34.93,5.703867
"2025-09-23 15:26:01",18816,6,1,6.23,-0.35,0.14,34.93,6.239824
"2025-09-23 15:26:01.05",18817,1,10,6.12,0.04,-0.27,34.96,6.12013
"2025-09-23 15:26:01.1",18818,2,38,5.78,0.2,-0.03,34.97,5.783459
"2025-09-23 15:26:01.15",18819,3,0,5.71,0.54,-0.03,34.94,5.735477
"2025-09-23 15:26:01.2",18820,4,0,5.33,0.16,0.03,34.96,5.332401
"2025-09-23 15:26:01.25",18821,5,0,5.34,0.04,0.2,34.98,5.34015
"2025-09-23 15:26:01.3",18822,6,1,5.66,-0.09,-0.01,34.97,5.660715
"2025-09-23 15:26:01.35",18823,1,10,5.61,0.18,-0.23,34.96,5.612887
"2025-09-23 15:26:01.4",18824,2,38,5.86,0.04,-0.01,34.95,5.860136
"2025-09-23 15:26:01.45",18825,3,0,5.75,0.33,0.2,34.93,5.759462
"2025-09-23 15:26:01.5",18826,4,0,5.82,-0.12,-0.33,34.93,5.821237
"2025-09-23 15:26:01.55",18827,5,0,6.05,0.06,-0.06,34.93,6.050298
"2025-09-23 15:26:01.6",18828,6,1,5.75,0.03,0.39,34.95,5.750078
"2025-09-23 15:26:01.65",18829,1,10,5.68,-0.02,-0.29,34.95,5.680035
"2025-09-23 15:26:01.7",18830,2,38,5.85,0.18,-0.44,34.99,5.852768
"2025-09-23 15:26:01.75",18831,3,0,5.96,-0.08,0.06,34.92,5.960537
"2025-09-23 15:26:01.8",18832,4,0,5.76,0.24,-0.23,34.94,5.764998
"2025-09-23 15:26:01.85",18833,5,0,5.37,-0.23,-0.03,34.96,5.374923
"2025-09-23 15:26:01.9",18834,6,1,4.9,-0.2,-0.09,34.94,4.90408
"2025-09-23 15:26:01.95",18835,1,10,5.39,0.25,-0.18,34.9,5.395794
"2025-09-23 15:26:02",18836,2,38,5.84,-0.28,0.36,34.93,5.846709
"2025-09-23 15:26:02.05",18837,3,0,5.52,-0.39,-0.1,34.94,5.53376
"2025-09-23 15:26:02.1",18838,4,0,5.79,-0.25,-0.51,34.93,5.795395
"2025-09-23 15:26:02.15",18839,5,0,5.69,0.02,-0.11,34.93,5.690035
"2025-09-23 15:26:02.2",18840,6,1,5.7,0.05,0.13,34.92,5.700219
"2025-09-23 15:26:02.25",18841,1,10,5.94,-0.12,0.29,34.92,5.941212
"2025-09-23 15:26:02.3",18842,2,38,5.66,-0.13,0.2,34.93,5.661492
"2025-09-23 15:26:02.35",18843,3,0,6.16,-0.16,-0.05,34.91,6.162078
"2025-09-23 15:26:02.4",18844,4,0,6.08,0.17,0.18,34.93,6.082376
"2025-09-23 15:26:02.45",18845,5,0,5.76,0.23,0.17,34.92,5.76459
"2025-09-23 15:26:02.5",18846,6,1,5.66,0.04,0.23,34.93,5.660141
"2025-09-23 15:26:02.55",18847,1,10,5.83,0.16,-0.15,34.92,5.832195
"2025-09-23 15:26:02.6",18848,2,38,6.18,-0.22,0.21,34.88,6.183915
"2025-09-23 15:26:02.65",18849,3,0,6.11,0.1,0.33,34.9,6.110818
"2025-09-23 15:26:02.7",18850,4,0,5.64,-0.46,0.02,34.94,5.658728
"2025-09-23 15:26:02.75",18851,5,0,5.55,-0.01,-0.83,34.93,5.550009
"2025-09-23 15:26:02.8",18852,6,1,5.62,-0.3,-0.59,34.93,5.628001
"2025-09-23 15:26:02.85",18853,1,10,5.33,0.13,-0.5,34.89,5.331585
"2025-09-23 15:26:02.9",18854,2,38,5.45,0.03,-0.15,34.92,5.450082
"2025-09-23 15:26:02.95",18855,3,0,5.95,0.13,0.32,34.92,5.95142
"2025-09-23 15:26:03",18856,4,0,6.22,0.02,0.11,34.91,6.220032
"2025-09-23 15:26:03.05",18857,5,0,5.59,-0.14,0.45,34.93,5.591753
"2025-09-23 15:26:03.1",18858,6,1,5.91,0.12,0.27,34.96,5.911218
"2025-09-23 15:26:03.15",18859,1,10,5.43,0.52,-0.42,34.95,5.454842
"2025-09-23 15:26:03.2",18860,2,38,5.6,0.38,0.17,34.96,5.612878
"2025-09-23 15:26:03.25",18861,3,0,5.4,0.23,0.43,34.97,5.404896
"2025-09-23 15:26:03.3",18862,4,0,5.06,0.48,-0.11,34.93,5.082716
"2025-09-23 15:26:03.35",18863,5,0,4.72,-0.2,-0.83,34.92,4.724236
"2025-09-23 15:26:03.4",18864,6,1,4.79,0.21,-1.03,34.88,4.794601
"2025-09-23 15:26:03.45",18865,1,10,6.04,0.03,-0.15,34.95,6.040074
"2025-09-23 15:26:03.5",18866,2,38,5.73,0.02,-0.15,34.93,5.730035
"2025-09-23 15:26:03.55",18867,3,0,6.33,-0.44,0.3,34.92,6.345274
"2025-09-23 15:26:03.6",18868,4,0,5.91,-0.16,0.03,34.94,5.912165
"2025-09-23 15:26:03.65",18869,5,0,5.88,0.1,-0.35,34.91,5.88085
"2025-09-23 15:26:03.7",18870,6,1,5.58,0.11,0.01,34.97,5.581084
"2025-09-23 15:26:03.75",18871,1,10,5.66,0.12,0.09,34.93,5.661272
"2025-09-23 15:26:03.8",18872,2,38,5.68,0.22,0,34.97,5.684259
"2025-09-23 15:26:03.85",18873,3,0,5.21,-0.29,-0.01,34.91,5.218065
"2025-09-23 15:26:03.9",18874,4,0,5.25,-0.11,0.08,34.92,5.251152
