"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-09-23 15:20:07.7",11750,2,38,8.76,0.29,-0.07,32.66,8.764799
"2025-09-23 15:20:07.75",11751,3,0,9.36,-0.16,-0.11,32.72,9.361367
"2025-09-23 15:20:07.8",11752,4,0,9.310001,-0.01,0.15,32.74,9.310006
"2025-09-23 15:20:07.85",11753,5,0,8.86,0.33,-0.19,32.67,8.866143
"2025-09-23 15:20:07.9",11754,6,1,9.18,-0.21,0.16,32.68,9.182402
"2025-09-23 15:20:07.95",11755,1,10,8.82,-0.41,0.56,32.7,8.829524
"2025-09-23 15:20:08",11756,2,38,9.09,0.29,0.12,32.77,9.094626
"2025-09-23 15:20:08.05",11757,3,0,8.45,-0.91,-0.48,32.71,8.498858
"2025-09-23 15:20:08.1",11758,4,0,8.33,0.15,-0.44,32.72,8.33135
"2025-09-23 15:20:08.15",11759,5,0,8.43,0.2,-0.18,32.7,8.432372
"2025-09-23 15:20:08.2",11760,6,1,8.979999,-0.23,0.23,32.75,8.982945
"2025-09-23 15:20:08.25",11761,1,10,9.13,-0.18,0.03,32.75,9.131775
"2025-09-23 15:20:08.3",11762,2,38,8.76,0.29,-0.08,32.73,8.764799
"2025-09-23 15:20:08.35",11763,3,0,9.15,-0.28,-0.04,32.68,9.154282
"2025-09-23 15:20:08.4",11764,4,0,8.92,0.03,-0.11,32.74,8.92005
"2025-09-23 15:20:08.45",11765,5,0,8.45,-0.33,0.15,32.71,8.456441
"2025-09-23 15:20:08.5",11766,6,1,8.770001,0.16,0.34,32.71,8.771459
"2025-09-23 15:20:08.55",11767,1,10,8.15,0.29,-0.23,32.76,8.155157
"2025-09-23 15:20:08.6",11768,2,38,8.62,0.63,-0.26,32.71,8.642991
"2025-09-23 15:20:08.65",11769,3,0,9.13,-0.29,0.39,32.74,9.134605
"2025-09-23 15:20:08.7",11770,4,0,8.75,0.19,0.27,32.71,8.752062
"2025-09-23 15:20:08.75",11771,5,0,8.8,-0.23,-0.5,32.78,8.803006
"2025-09-23 15:20:08.8",11772,6,1,8.34,0.57,-1.03,32.71,8.359456
"2025-09-23 15:20:08.85",11773,1,10,8.5,0.31,-0.55,32.67,8.505651
"2025-09-23 15:20:08.9",11774,2,38,9.26,0.51,0.15,32.75,9.274034
"2025-09-23 15:20:08.95",11775,3,0,8.51,0.6,-0.77,32.71,8.531126
"2025-09-23 15:20:09",11776,4,0,8.59,0.24,0.12,32.76,8.593352
"2025-09-23 15:20:09.05",11777,5,0,8.74,-1.1,0,32.72,8.80895
"2025-09-23 15:20:09.1",11778,6,1,8.39,-0.2,0.4,32.72,8.392383
"2025-09-23 15:20:09.15",11779,1,10,8.71,0.37,0.11,32.73,8.717855
"2025-09-23 15:20:09.2",11780,2,38,8.07,0.03,0.34,32.75,8.070055
"2025-09-23 15:20:09.25",11781,3,0,7.39,0.42,-0.6,32.75,7.401925
"2025-09-23 15:20:09.3",11782,4,0,7.15,-0.14,-0.41,32.75,7.15137
"2025-09-23 15:20:09.35",11783,5,0,7.73,0.24,-0.2,32.72,7.733725
"2025-09-23 15:20:09.4",11784,6,1,7.71,0.56,-0.67,32.71,7.73031
"2025-09-23 15:20:09.45",11785,1,10,8.12,-0.3,-0.5,32.69,8.12554
"2025-09-23 15:20:09.5",11786,2,38,7.91,0.25,0.04,32.72,7.91395
"2025-09-23 15:20:09.55",11787,3,0,8.41,0.47,0.49,32.74,8.423122
"2025-09-23 15:20:09.6",11788,4,0,7.36,0.46,-0.51,32.75,7.374361
"2025-09-23 15:20:09.65",11789,5,0,8.810001,0.57,-0.26,32.75,8.82842
"2025-09-23 15:20:09.7",11790,6,1,8.96,0.14,-0.21,32.72,8.961094
"2025-09-23 15:20:09.75",11791,1,10,8.79,0.23,-0.13,32.69,8.793009
"2025-09-23 15:20:09.8",11792,2,38,8.5,0.32,0.18,32.71,8.506022
"2025-09-23 15:20:09.85",11793,3,0,8.2,-0.17,0.39,32.69,8.201762
"2025-09-23 15:20:09.9",11794,4,0,8.5,0.04,0.04,32.73,8.500094
"2025-09-23 15:20:09.95",11795,5,0,8.88,0.08,0.46,32.72,8.880361
"2025-09-23 15:20:10",11796,6,1,8.59,0.63,0.08,32.74,8.613071
"2025-09-23 15:20:10.05",11797,1,10,8.62,0.64,-0.12,32.71,8.643726
"2025-09-23 15:20:10.1",11798,2,38,8.84,0.53,0.18,32.71,8.855874
"2025-09-23 15:20:10.15",11799,3,0,8.439999,0.18,0.08,32.73,8.441918
"2025-09-23 15:20:10.2",11800,4,0,9.18,0.59,0.1,32.71,9.19894
"2025-09-23 15:20:10.25",11801,5,0,9.020001,0.22,-0.03,32.7,9.022683
"2025-09-23 15:20:10.3",11802,6,1,8.63,0.28,-0.26,32.66,8.634541
"2025-09-23 15:20:10.35",11803,1,10,8.09,-0.19,0.43,32.68,8.092232
"2025-09-23 15:20:10.4",11804,2,38,8.85,-0.22,0.19,32.72,8.852734
"2025-09-23 15:20:10.45",11805,3,0,8.46,-0.22,0.14,32.72,8.46286
"2025-09-23 15:20:10.5",11806,4,0,8.42,-0.15,-0.22,32.77,8.421336
"2025-09-23 15:20:10.55",11807,5,0,7.72,0.21,-1.02,32.71,7.722855
"2025-09-23 15:20:10.6",11808,6,1,8.91,-0.16,-0.24,32.7,8.911436
"2025-09-23 15:20:10.65",11809,1,10,8.72,0.38,0.41,32.67,8.728276
"2025-09-23 15:20:10.7",11810,2,38,9.03,0.14,0.54,32.69,9.031085
"2025-09-23 15:20:10.75",11811,3,0,9.39,-0.22,0.16,32.7,9.392577
"2025-09-23 15:20:10.8",11812,4,0,8.85,0.12,0.24,32.71,8.850814
"2025-09-23 15:20:10.85",11813,5,0,8.63,0.08,0.43,32.76,8.630371
"2025-09-23 15:20:10.9",11814,6,1,8.43,0.19,-0.73,32.73,8.432142
"2025-09-23 15:20:10.95",11815,1,10,8.04,0.47,-0.74,32.74,8.053726
"2025-09-23 15:20:11",11816,2,38,8.29,-0.19,-0.16,32.69,8.292178
"2025-09-23 15:20:11.05",11817,3,0,8.43,-0.16,0.16,32.68,8.431518
"2025-09-23 15:20:11.1",11818,4,0,9,-0.16,-0.78,32.77,9.001422
"2025-09-23 15:20:11.15",11819,5,0,8.75,0.17,0.3,32.71,8.751651
"2025-09-23 15:20:11.2",11820,6,1,9.39,0,0.43,32.77,9.39
"2025-09-23 15:20:11.25",11821,1,10,8.53,0.87,0.12,32.78,8.574252
"2025-09-23 15:20:11.3",11822,2,38,8.12,0.05,-0.01,32.71,8.120154
"2025-09-23 15:20:11.35",11823,3,0,8.43,0.04,-0.25,32.75,8.430096
"2025-09-23 15:20:11.4",11824,4,0,8.87,0.16,-0.23,32.72,8.871442
"2025-09-23 15:20:11.45",11825,5,0,8.74,-0.3,0.16,32.74,8.745146
"2025-09-23 15:20:11.5",11826,6,1,8.85,-0.24,0.3,32.72,8.853254
"2025-09-23 15:20:11.55",11827,1,10,8.47,0,-0.25,32.77,8.47
"2025-09-23 15:20:11.6",11828,2,38,9.189999,-0.49,-0.11,32.7,9.203054
"2025-09-23 15:20:11.65",11829,3,0,8.93,-0.15,0.58,32.74,8.93126
"2025-09-23 15:20:11.7",11830,4,0,9.26,0.87,-0.36,32.78,9.300779
"2025-09-23 15:20:11.75",11831,5,0,8.9,-0.22,0.1,32.7,8.902718
"2025-09-23 15:20:11.8",11832,6,1,9.270001,-0.64,-0.56,32.75,9.292066
"2025-09-23 15:20:11.85",11833,1,10,8.939999,0.3,-0.08,32.76,8.945031
"2025-09-23 15:20:11.9",11834,2,38,8.729999,0.25,-0.07,32.72,8.733578
"2025-09-23 15:20:11.95",11835,3,0,8.71,-0.37,0.2,32.68,8.717855
"2025-09-23 15:20:12",11836,4,0,9.2,-0.18,-0.14,32.73,9.201762
"2025-09-23 15:20:12.05",11837,5,0,8.51,0.3,0.01,32.68,8.515286
"2025-09-23 15:20:12.1",11838,6,1,8.95,0.29,0.14,32.76,8.954697
"2025-09-23 15:20:12.15",11839,1,10,8.520001,0.16,0.18,32.78,8.521502
"2025-09-23 15:20:12.2",11840,2,38,8.66,-0.03,0.14,32.75,8.660052
"2025-09-23 15:20:12.25",11841,3,0,8.91,-0.24,0.22,32.69,8.913232
"2025-09-23 15:20:12.3",11842,4,0,8.62,0.23,0.41,32.73,8.623068
"2025-09-23 15:20:12.35",11843,5,0,9.26,-0.41,0.04,32.77,9.269073
"2025-09-23 15:20:12.4",11844,6,1,9.47,-0.28,-0.26,32.7,9.474139
"2025-09-23 15:20:12.45",11845,1,10,9.11,0.17,-0.14,32.75,9.111586
"2025-09-23 15:20:12.5",11846,2,38,8.979999,-0.03,-0.08,32.71,8.980049
"2025-09-23 15:20:12.55",11847,3,0,8.79,0.41,0.18,32.7,8.799557
"2025-09-23 15:20:12.6",11848,4,0,8.75,0.19,-0.01,32.72,8.752062
"2025-09-23 15:20:12.65",11849,5,0,8.42,0.14,-0.03,32.71,8.421163
"2025-09-23 15:20:12.7",11850,6,1,8.15,0.62,0.76,32.68,8.173549
"2025-09-23 15:20:12.75",11851,1,10,8.58,-0.3,0.7,32.74,8.585243
"2025-09-23 15:20:12.8",11852,2,38,8.18,-0.72,-2.2,32.8,8.211626
"2025-09-23 15:20:12.85",11853,3,0,7.45,0.21,-0.53,32.68,7.452959
"2025-09-23 15:20:12.9",11854,4,0,8.45,0.78,0.24,32.69,8.485924
"2025-09-23 15:20:12.95",11855,5,0,8.89,0.07,0.04,32.77,8.890276
"2025-09-23 15:20:13",11856,6,1,7.71,0.49,-0.5,32.73,7.725555
"2025-09-23 15:20:13.05",11857,1,10,8.12,0.47,-0.34,32.74,8.13359
"2025-09-23 15:20:13.1",11858,2,38,9.01,-0.16,0.1,32.73,9.011422
"2025-09-23 15:20:13.15",11859,3,0,8.560001,0.25,-0.48,32.74,8.56365
"2025-09-23 15:20:13.2",11860,4,0,8.82,0.05,0.15,32.72,8.820142
"2025-09-23 15:20:13.25",11861,5,0,9.01,0.34,0.63,32.75,9.016414
"2025-09-23 15:20:13.3",11862,6,1,9.020001,0.25,0.3,32.75,9.023464
"2025-09-23 15:20:13.35",11863,1,10,8.63,0.23,0.17,32.72,8.633064
"2025-09-23 15:20:13.4",11864,2,38,8.189999,0.04,0.07,32.77,8.190098
"2025-09-23 15:20:13.45",11865,3,0,8.24,-0.89,-1.26,32.71,8.287925
"2025-09-23 15:20:13.5",11866,4,0,8.38,0.17,0.22,32.77,8.381724
"2025-09-23 15:20:13.55",11867,5,0,8.96,0.67,0.1,32.76,8.985015
"2025-09-23 15:20:13.6",11868,6,1,8.939999,0.2,-0.14,32.67,8.942237
"2025-09-23 15:20:13.65",11869,1,10,9,0.29,0.05,32.7,9.004671
"2025-09-23 15:20:13.7",11870,2,38,9.4,-0.31,-0.06,32.68,9.40511
"2025-09-23 15:20:13.75",11871,3,0,9.47,-0.13,0.25,32.69,9.470893
"2025-09-23 15:20:13.8",11872,4,0,9.060001,0,0.53,32.7,9.060001
"2025-09-23 15:20:13.85",11873,5,0,8.76,-0.2,0.29,32.72,8.762283
"2025-09-23 15:20:13.9",11874,6,1,8.28,-0.23,-0.18,32.76,8.283194
"2025-09-23 15:20:13.95",11875,1,10,8.64,-0.21,-0.75,32.68,8.642551
"2025-09-23 15:20:14",11876,2,38,8.689999,-0.13,0.05,32.72,8.690971
"2025-09-23 15:20:14.05",11877,3,0,8.99,-0.2,0.35,32.69,8.992225
"2025-09-23 15:20:14.1",11878,4,0,9.24,0.52,-0.01,32.72,9.254621
"2025-09-23 15:20:14.15",11879,5,0,9.310001,0.15,-0.09,32.77,9.311209
"2025-09-23 15:20:14.2",11880,6,1,8.84,0.15,-0.06,32.77,8.841272
"2025-09-23 15:20:14.25",11881,1,10,8.97,-0.29,0.24,32.72,8.974686
"2025-09-23 15:20:14.3",11882,2,38,9.439999,-0.41,0.11,32.7,9.448899
"2025-09-23 15:20:14.35",11883,3,0,9.24,-0.21,0.26,32.79,9.242386
"2025-09-23 15:20:14.4",11884,4,0,9.15,-0.25,0.3,32.75,9.153414
"2025-09-23 15:20:14.45",11885,5,0,9.270001,0.02,-0.06,32.76,9.270022
"2025-09-23 15:20:14.5",11886,6,1,8.65,0.77,-0.09,32.78,8.684204
"2025-09-23 15:20:14.55",11887,1,10,8.729999,0.2,-0.15,32.72,8.73229
"2025-09-23 15:20:14.6",11888,2,38,8.85,0.15,-0.4,32.76,8.851272
"2025-09-23 15:20:14.65",11889,3,0,8.39,0.33,-0.13,32.73,8.396488
"2025-09-23 15:20:14.7",11890,4,0,8.61,0.37,-0.22,32.75,8.617946
"2025-09-23 15:20:14.75",11891,5,0,9.16,0.25,0.1,32.75,9.16341
"2025-09-23 15:20:14.8",11892,6,1,8.78,-0.14,0.06,32.68,8.781115
"2025-09-23 15:20:14.85",11893,1,10,9.17,0.2,0.26,32.76,9.172181
"2025-09-23 15:20:14.9",11894,2,38,9.08,0.65,0.02,32.73,9.103235
"2025-09-23 15:20:14.95",11895,3,0,9.53,-0.23,0.02,32.73,9.532775
"2025-09-23 15:20:15",11896,4,0,9.32,-0.36,0.09,32.72,9.32695
"2025-09-23 15:20:15.05",11897,5,0,8.84,0.32,-0.09,32.7,8.84579
"2025-09-23 15:20:15.1",11898,6,1,9.32,-0.23,0,32.73,9.322838
"2025-09-23 15:20:15.15",11899,1,10,9.04,-0.22,0.2,32.76,9.042676
"2025-09-23 15:20:15.2",11900,2,38,8.67,0.27,0.5,32.73,8.674203
"2025-09-23 15:20:15.25",11901,3,0,8.2,0.51,0.68,32.77,8.215844
"2025-09-23 15:20:15.3",11902,4,0,8.65,0.9,-0.28,32.75,8.696694
"2025-09-23 15:20:15.35",11903,5,0,8.82,0.06,0.22,32.71,8.820204
