"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-09-23 15:10:27.95",155,5,0,0.31,-0.03,-0.01,32.39,0.3114482
"2025-09-23 15:10:28",156,6,1,0.32,-0.02,-0.02,32.4,0.3206244
"2025-09-23 15:10:28.05",157,1,10,0.32,-0.01,-0.02,32.41,0.3201562
"2025-09-23 15:10:28.1",158,2,38,0.33,0.02,-0.03,32.42,0.3306055
"2025-09-23 15:10:28.15",159,3,0,0.35,0.04,-0.02,32.42,0.3522783
"2025-09-23 15:10:28.2",160,4,0,0.35,0.07,-0.01,32.44,0.3569314
"2025-09-23 15:10:28.25",161,5,0,0.34,0.06,0,32.43,0.3452535
"2025-09-23 15:10:28.3",162,6,1,0.34,0.04,-0.01,32.43,0.3423448
"2025-09-23 15:10:28.35",163,1,10,0.35,0.04,-0.02,32.44,0.3522783
"2025-09-23 15:10:28.4",164,2,38,0.35,0.07,-0.04,32.44,0.3569314
"2025-09-23 15:10:28.45",165,3,0,0.35,0.07,-0.04,32.44,0.3569314
"2025-09-23 15:10:28.5",166,4,0,0.36,0.08,-0.04,32.44,0.3687818
"2025-09-23 15:10:28.55",167,5,0,0.36,0.08,-0.04,32.44,0.3687818
"2025-09-23 15:10:28.6",168,6,1,0.37,0.08,-0.04,32.44,0.3785499
"2025-09-23 15:10:28.65",169,1,10,0.37,0.08,-0.04,32.44,0.3785499
"2025-09-23 15:10:28.7",170,2,38,0.39,0.07,-0.05,32.44,0.3962322
"2025-09-23 15:10:28.75",171,3,0,0.41,0.03,-0.04,32.43,0.4110961
"2025-09-23 15:10:28.8",172,4,0,0.43,0.05,-0.04,32.42,0.4328972
"2025-09-23 15:10:28.85",173,5,0,0.39,0.07,-0.04,32.42,0.3962322
"2025-09-23 15:10:28.9",174,6,1,0.36,0.05,-0.04,32.42,0.3634556
"2025-09-23 15:10:28.95",175,1,10,0.37,0.04,-0.05,32.42,0.3721559
"2025-09-23 15:10:29",176,2,38,0.37,0.06,-0.05,32.42,0.3748333
"2025-09-23 15:10:29.05",177,3,0,0.35,0.07,-0.04,32.42,0.3569314
"2025-09-23 15:10:29.1",178,4,0,0.37,0.04,-0.04,32.43,0.3721559
"2025-09-23 15:10:29.15",179,5,0,0.37,0.06,-0.05,32.42,0.3748333
"2025-09-23 15:10:29.2",180,6,1,0.34,0.06,-0.04,32.42,0.3452535
"2025-09-23 15:10:29.25",181,1,10,0.34,0.06,-0.05,32.42,0.3452535
"2025-09-23 15:10:29.3",182,2,38,0.35,0.07,-0.05,32.42,0.3569314
"2025-09-23 15:10:29.35",183,3,0,0.34,0.09,-0.07,32.42,0.3517101
"2025-09-23 15:10:29.4",184,4,0,0.33,0.08,-0.08,32.42,0.3395586
"2025-09-23 15:10:29.45",185,5,0,0.33,0.08,-0.08,32.42,0.3395586
"2025-09-23 15:10:29.5",186,6,1,0.3,0.08,-0.08,32.42,0.3104835
"2025-09-23 15:10:29.55",187,1,10,0.29,0.09,-0.06,32.42,0.3036445
"2025-09-23 15:10:29.6",188,2,38,0.29,0.09,-0.04,32.42,0.3036445
"2025-09-23 15:10:29.65",189,3,0,0.28,0.08,-0.04,32.43,0.2912044
"2025-09-23 15:10:29.7",190,4,0,0.29,0.09,-0.05,32.42,0.3036445
"2025-09-23 15:10:29.75",191,5,0,0.28,0.08,-0.05,32.43,0.2912044
"2025-09-23 15:10:29.8",192,6,1,0.27,0.09,-0.07,32.43,0.284605
"2025-09-23 15:10:29.85",193,1,10,0.27,0.08,-0.08,32.43,0.2816026
"2025-09-23 15:10:29.9",194,2,38,0.26,0.07,-0.08,32.43,0.2692582
"2025-09-23 15:10:29.95",195,3,0,0.26,0.04,-0.09,32.43,0.2630589
"2025-09-23 15:10:30",196,4,0,0.27,0.02,-0.09,32.43,0.2707397
"2025-09-23 15:10:30.05",197,5,0,0.3,0.01,-0.09,32.42,0.3001666
"2025-09-23 15:10:30.1",198,6,1,0.31,0,-0.08,32.42,0.31
"2025-09-23 15:10:30.15",199,1,10,0.34,0.01,-0.07,32.42,0.340147
"2025-09-23 15:10:30.2",200,2,38,0.34,-0.01,-0.07,32.42,0.340147
"2025-09-23 15:10:30.25",201,3,0,0.34,-0.02,-0.07,32.42,0.3405877
"2025-09-23 15:10:30.3",202,4,0,0.35,-0.04,-0.04,32.42,0.3522783
"2025-09-23 15:10:30.35",203,5,0,0.34,-0.05,-0.04,32.42,0.3436568
"2025-09-23 15:10:30.4",204,6,1,0.33,-0.02,-0.04,32.42,0.3306055
"2025-09-23 15:10:30.45",205,1,10,0.33,-0.01,-0.05,32.42,0.3301515
"2025-09-23 15:10:30.5",206,2,38,0.31,0.01,-0.07,32.42,0.3101613
"2025-09-23 15:10:30.55",207,3,0,0.31,0,-0.06,32.42,0.31
"2025-09-23 15:10:30.6",208,4,0,0.32,-0.03,-0.05,32.42,0.3214032
"2025-09-23 15:10:30.65",209,5,0,0.33,-0.06,-0.07,32.43,0.3354102
"2025-09-23 15:10:30.7",210,6,1,0.34,-0.06,-0.05,32.43,0.3452535
"2025-09-23 15:10:30.75",211,1,10,0.35,-0.07,-0.03,32.43,0.3569314
"2025-09-23 15:10:30.8",212,2,38,0.33,-0.05,0.01,32.43,0.3337664
"2025-09-23 15:10:30.85",213,3,0,0.32,-0.03,-0.01,32.43,0.3214032
"2025-09-23 15:10:30.9",214,4,0,0.34,0,-0.01,32.44,0.34
"2025-09-23 15:10:30.95",215,5,0,0.34,0.01,-0.01,32.44,0.340147
"2025-09-23 15:10:31",216,6,1,0.37,-0.03,0,32.44,0.3712142
"2025-09-23 15:10:31.05",217,1,10,0.39,-0.02,0.01,32.44,0.3905125
"2025-09-23 15:10:31.1",218,2,38,0.36,-0.01,-0.01,32.44,0.3601389
"2025-09-23 15:10:31.15",219,3,0,0.34,-0.02,-0.03,32.44,0.3405877
"2025-09-23 15:10:31.2",220,4,0,0.34,-0.04,-0.03,32.44,0.3423448
"2025-09-23 15:10:31.25",221,5,0,0.35,-0.04,-0.03,32.43,0.3522783
"2025-09-23 15:10:31.3",222,6,1,0.37,0,-0.02,32.43,0.37
"2025-09-23 15:10:31.35",223,1,10,0.38,0,-0.03,32.42,0.38
"2025-09-23 15:10:31.4",224,2,38,0.39,-0.02,-0.04,32.42,0.3905125
"2025-09-23 15:10:31.45",225,3,0,0.36,-0.04,-0.01,32.42,0.3622154
"2025-09-23 15:10:31.5",226,4,0,0.36,-0.04,-0.01,32.41,0.3622154
"2025-09-23 15:10:31.55",227,5,0,0.38,-0.03,-0.02,32.41,0.3811824
"2025-09-23 15:10:31.6",228,6,1,0.39,-0.03,-0.03,32.42,0.3911521
"2025-09-23 15:10:31.65",229,1,10,0.38,0,-0.04,32.42,0.38
"2025-09-23 15:10:31.7",230,2,38,0.38,0.02,-0.05,32.42,0.380526
"2025-09-23 15:10:31.75",231,3,0,0.36,0.02,-0.05,32.42,0.3605552
"2025-09-23 15:10:31.8",232,4,0,0.36,0.02,-0.05,32.42,0.3605552
"2025-09-23 15:10:31.85",233,5,0,0.36,0.03,-0.06,32.42,0.3612478
"2025-09-23 15:10:31.9",234,6,1,0.33,0.02,-0.06,32.42,0.3306055
"2025-09-23 15:10:31.95",235,1,10,0.33,-0.01,-0.05,32.42,0.3301515
"2025-09-23 15:10:32",236,2,38,0.34,0.01,-0.04,32.42,0.340147
"2025-09-23 15:10:32.05",237,3,0,0.38,0.02,-0.04,32.42,0.380526
"2025-09-23 15:10:32.1",238,4,0,0.35,0.02,-0.02,32.42,0.350571
"2025-09-23 15:10:32.15",239,5,0,0.33,0.02,-0.01,32.42,0.3306055
"2025-09-23 15:10:32.2",240,6,1,0.32,0,-0.02,32.42,0.32
"2025-09-23 15:10:32.25",241,1,10,0.32,0.01,-0.03,32.42,0.3201562
"2025-09-23 15:10:32.3",242,2,38,0.3,0.01,-0.02,32.42,0.3001666
"2025-09-23 15:10:32.35",243,3,0,0.29,0.04,-0.01,32.42,0.2927456
"2025-09-23 15:10:32.4",244,4,0,0.31,0.02,-0.01,32.44,0.3106445
"2025-09-23 15:10:32.45",245,5,0,0.33,0.04,0.01,32.44,0.3324154
"2025-09-23 15:10:32.5",246,6,1,0.34,0.04,-0.01,32.44,0.3423448
"2025-09-23 15:10:32.55",247,1,10,0.36,0.03,-0.01,32.44,0.3612478
"2025-09-23 15:10:32.6",248,2,38,0.36,0.02,-0.02,32.44,0.3605552
"2025-09-23 15:10:32.65",249,3,0,0.35,0.02,-0.01,32.44,0.350571
"2025-09-23 15:10:32.7",250,4,0,0.36,0.01,0,32.44,0.3601389
"2025-09-23 15:10:32.75",251,5,0,0.37,0.01,0.01,32.44,0.3701351
"2025-09-23 15:10:32.8",252,6,1,0.34,0.01,0.01,32.44,0.340147
"2025-09-23 15:10:32.85",253,1,10,0.33,-0.02,0.02,32.43,0.3306055
"2025-09-23 15:10:32.9",254,2,38,0.32,-0.02,0.02,32.44,0.3206244
"2025-09-23 15:10:32.95",255,3,0,0.33,-0.01,0.01,32.44,0.3301515
"2025-09-23 15:10:33",256,4,0,0.32,-0.02,0,32.44,0.3206244
"2025-09-23 15:10:33.05",257,5,0,0.33,-0.02,0.02,32.44,0.3306055
"2025-09-23 15:10:33.1",258,6,1,0.33,-0.02,0.04,32.44,0.3306055
"2025-09-23 15:10:33.15",259,1,10,0.34,0,0.05,32.42,0.34
"2025-09-23 15:10:33.2",260,2,38,0.35,-0.01,0.04,32.42,0.3501428
"2025-09-23 15:10:33.25",261,3,0,0.36,-0.03,0.04,32.41,0.3612478
"2025-09-23 15:10:33.3",262,4,0,0.36,-0.03,0.04,32.4,0.3612478
"2025-09-23 15:10:33.35",263,5,0,0.35,-0.01,0.04,32.4,0.3501428
"2025-09-23 15:10:33.4",264,6,1,0.34,-0.01,0.04,32.42,0.340147
"2025-09-23 15:10:33.45",265,1,10,0.33,-0.02,0.04,32.42,0.3306055
"2025-09-23 15:10:33.5",266,2,38,0.34,-0.04,0.03,32.41,0.3423448
"2025-09-23 15:10:33.55",267,3,0,0.33,-0.02,0.02,32.42,0.3306055
"2025-09-23 15:10:33.6",268,4,0,0.34,0.01,0.01,32.42,0.340147
"2025-09-23 15:10:33.65",269,5,0,0.34,0.01,0.01,32.42,0.340147
"2025-09-23 15:10:33.7",270,6,1,0.33,-0.01,0.03,32.42,0.3301515
"2025-09-23 15:10:33.75",271,1,10,0.34,0.02,0.02,32.42,0.3405877
"2025-09-23 15:10:33.8",272,2,38,0.35,0.03,0,32.43,0.3512834
"2025-09-23 15:10:33.85",273,3,0,0.36,0.02,-0.02,32.44,0.3605552
"2025-09-23 15:10:33.9",274,4,0,0.36,0.02,-0.02,32.44,0.3605552
"2025-09-23 15:10:33.95",275,5,0,0.36,0.02,-0.02,32.42,0.3605552
"2025-09-23 15:10:34",276,6,1,0.34,0.01,0.01,32.42,0.340147
"2025-09-23 15:10:34.05",277,1,10,0.34,0.01,0.01,32.42,0.340147
"2025-09-23 15:10:34.1",278,2,38,0.34,0,0.02,32.41,0.34
"2025-09-23 15:10:34.15",279,3,0,0.32,-0.02,0.02,32.41,0.3206244
"2025-09-23 15:10:34.2",280,4,0,0.32,-0.03,0.01,32.42,0.3214032
"2025-09-23 15:10:34.25",281,5,0,0.32,-0.01,0.01,32.42,0.3201562
"2025-09-23 15:10:34.3",282,6,1,0.32,-0.01,0.01,32.42,0.3201562
"2025-09-23 15:10:34.35",283,1,10,0.32,-0.02,0.02,32.41,0.3206244
"2025-09-23 15:10:34.4",284,2,38,0.33,-0.01,0.03,32.41,0.3301515
"2025-09-23 15:10:34.45",285,3,0,0.34,0,0.02,32.4,0.34
"2025-09-23 15:10:34.5",286,4,0,0.34,0,0.02,32.39,0.34
"2025-09-23 15:10:34.55",287,5,0,0.32,-0.01,0.02,32.4,0.3201562
"2025-09-23 15:10:34.6",288,6,1,0.32,-0.02,0.02,32.41,0.3206244
"2025-09-23 15:10:34.65",289,1,10,0.32,-0.01,0.01,32.41,0.3201562
"2025-09-23 15:10:34.7",290,2,38,0.32,-0.01,0.01,32.41,0.3201562
"2025-09-23 15:10:34.75",291,3,0,0.32,-0.02,0.02,32.41,0.3206244
"2025-09-23 15:10:34.8",292,4,0,0.33,-0.03,0.02,32.41,0.3313608
"2025-09-23 15:10:34.85",293,5,0,0.33,-0.03,0.02,32.42,0.3313608
"2025-09-23 15:10:34.9",294,6,1,0.33,-0.03,0.02,32.42,0.3313608
"2025-09-23 15:10:34.95",295,1,10,0.33,-0.02,0.03,32.42,0.3306055
"2025-09-23 15:10:35",296,2,38,0.33,-0.02,0.02,32.44,0.3306055
"2025-09-23 15:10:35.05",297,3,0,0.33,-0.01,0.01,32.44,0.3301515
"2025-09-23 15:10:35.1",298,4,0,0.33,-0.01,0.01,32.44,0.3301515
"2025-09-23 15:10:35.15",299,5,0,0.32,-0.01,0.01,32.44,0.3201562
"2025-09-23 15:10:35.2",300,6,1,0.32,-0.02,0,32.44,0.3206244
"2025-09-23 15:10:35.25",301,1,10,0.32,-0.03,-0.01,32.44,0.3214032
"2025-09-23 15:10:35.3",302,2,38,0.32,-0.02,0,32.44,0.3206244
"2025-09-23 15:10:35.35",303,3,0,0.31,-0.01,0,32.45,0.3101613
"2025-09-23 15:10:35.4",304,4,0,0.31,0,0.01,32.44,0.31
"2025-09-23 15:10:35.45",305,5,0,0.33,0.01,0.02,32.43,0.3301515
"2025-09-23 15:10:35.5",306,6,1,0.34,-0.02,0.03,32.42,0.3405877
"2025-09-23 15:10:35.55",307,1,10,0.34,-0.04,0.03,32.42,0.3423448
"2025-09-23 15:10:35.6",308,2,38,0.33,-0.03,0.02,32.41,0.3313608
"2025-09-23 15:10:35.65",309,3,0,0.32,-0.02,0,32.42,0.3206244
