"TOA5","3702","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"2025-09-23 15:40:07.7",35750,3,0,5.54,0.23,-0.21,34.67,5.544772
"2025-09-23 15:40:07.75",35751,4,0,5.75,0.12,0.03,34.66,5.751252
"2025-09-23 15:40:07.8",35752,5,0,5.41,0.19,-0.04,34.68,5.413335
"2025-09-23 15:40:07.85",35753,6,1,5.91,0.02,0.27,34.64,5.910034
"2025-09-23 15:40:07.9",35754,1,10,6.09,-0.47,0.35,34.69,6.10811
"2025-09-23 15:40:07.95",35755,2,38,5.91,-0.53,-0.2,34.66,5.933717
"2025-09-23 15:40:08",35756,3,0,5.7,-0.15,0.35,34.63,5.701973
"2025-09-23 15:40:08.05",35757,4,0,5.7,0.51,0.01,34.68,5.72277
"2025-09-23 15:40:08.1",35758,5,0,5.32,0.12,-0.08,34.67,5.321354
"2025-09-23 15:40:08.15",35759,6,1,5.26,0.01,0.09,34.67,5.26001
"2025-09-23 15:40:08.2",35760,1,10,5.1,-0.47,-0.28,34.67,5.121611
"2025-09-23 15:40:08.25",35761,2,38,6.01,-0.27,-0.35,34.64,6.016062
"2025-09-23 15:40:08.3",35762,3,0,6.03,-0.3,-0.36,34.66,6.037458
"2025-09-23 15:40:08.35",35763,4,0,5.9,-0.3,-0.44,34.67,5.907622
"2025-09-23 15:40:08.4",35764,5,0,5.59,0.2,0.01,34.64,5.593577
"2025-09-23 15:40:08.45",35765,6,1,5.76,0.1,0.04,34.67,5.760868
"2025-09-23 15:40:08.5",35766,1,10,5.52,0.19,0.23,34.65,5.523269
"2025-09-23 15:40:08.55",35767,2,38,5.77,0.16,0.07,34.65,5.772218
"2025-09-23 15:40:08.6",35768,3,0,5.89,-0.13,0.01,34.64,5.891434
"2025-09-23 15:40:08.65",35769,4,0,5.83,-0.11,0.54,34.65,5.831038
"2025-09-23 15:40:08.7",35770,5,0,6,-0.35,0.24,34.66,6.0102
"2025-09-23 15:40:08.75",35771,6,1,5.79,-0.5,-0.19,34.64,5.811549
"2025-09-23 15:40:08.8",35772,1,10,4.98,-0.18,-0.47,34.64,4.983252
"2025-09-23 15:40:08.85",35773,2,38,4.97,-0.12,-0.25,34.65,4.971448
"2025-09-23 15:40:08.9",35774,3,0,5.19,0.24,0.18,34.65,5.195546
"2025-09-23 15:40:08.95",35775,4,0,5.9,-0.09,0.25,34.67,5.900686
"2025-09-23 15:40:09",35776,5,0,5.86,0.22,0.02,34.67,5.864128
"2025-09-23 15:40:09.05",35777,6,1,5.65,0.15,0.05,34.65,5.651991
"2025-09-23 15:40:09.1",35778,1,10,5.75,0.16,0.1,34.63,5.752226
"2025-09-23 15:40:09.15",35779,2,38,5.72,-0.11,0.13,34.66,5.721058
"2025-09-23 15:40:09.2",35780,3,0,5.82,-0.14,-0.08,34.67,5.821684
"2025-09-23 15:40:09.25",35781,4,0,5.6,0.09,0.1,34.66,5.600723
"2025-09-23 15:40:09.3",35782,5,0,5.27,0.03,0.06,34.68,5.270085
"2025-09-23 15:40:09.35",35783,6,1,4.53,0.48,-0.55,34.67,4.55536
"2025-09-23 15:40:09.4",35784,1,10,4.96,0.32,-0.61,34.65,4.970312
"2025-09-23 15:40:09.45",35785,2,38,5.53,-0.27,-0.24,34.66,5.536588
"2025-09-23 15:40:09.5",35786,3,0,5.51,-0.19,0.05,34.65,5.513275
"2025-09-23 15:40:09.55",35787,4,0,5.34,-0.44,0.51,34.66,5.358097
"2025-09-23 15:40:09.6",35788,5,0,5.88,-0.31,0.36,34.65,5.888166
"2025-09-23 15:40:09.65",35789,6,1,5.85,-0.2,-0.3,34.66,5.853418
"2025-09-23 15:40:09.7",35790,1,10,5.49,-0.17,-0.26,34.67,5.492631
"2025-09-23 15:40:09.75",35791,2,38,5.17,0.18,-0.19,34.66,5.173132
"2025-09-23 15:40:09.8",35792,3,0,5.28,-0.1,-0.31,34.67,5.280947
"2025-09-23 15:40:09.85",35793,4,0,4.95,-0.11,-0.24,34.66,4.951222
"2025-09-23 15:40:09.9",35794,5,0,5.46,-0.19,-0.02,34.66,5.463305
"2025-09-23 15:40:09.95",35795,6,1,5.72,0.24,0.14,34.67,5.725032
"2025-09-23 15:40:10",35796,1,10,5.82,0.57,-0.17,34.64,5.847846
"2025-09-23 15:40:10.05",35797,2,38,5.81,0.13,0.18,34.67,5.811454
"2025-09-23 15:40:10.1",35798,3,0,5.86,0.21,-0.47,34.68,5.863762
"2025-09-23 15:40:10.15",35799,4,0,5.01,-0.08,-0.93,34.63,5.010639
"2025-09-23 15:40:10.2",35800,5,0,5.22,0.04,-0.41,34.67,5.220153
"2025-09-23 15:40:10.25",35801,6,1,5.65,-0.11,-0.07,34.67,5.65107
"2025-09-23 15:40:10.3",35802,1,10,5.51,0.04,-0.1,34.67,5.510145
"2025-09-23 15:40:10.35",35803,2,38,5.63,0.53,0.17,34.66,5.654892
"2025-09-23 15:40:10.4",35804,3,0,5.91,-0.2,0.12,34.65,5.913383
"2025-09-23 15:40:10.45",35805,4,0,5.88,-0.1,0.36,34.66,5.88085
"2025-09-23 15:40:10.5",35806,5,0,5.77,-0.73,0.35,34.66,5.815995
"2025-09-23 15:40:10.55",35807,6,1,5.52,-0.61,0.08,34.68,5.553603
"2025-09-23 15:40:10.6",35808,1,10,5.42,-0.1,-0.46,34.65,5.420922
"2025-09-23 15:40:10.65",35809,2,38,5.57,0.32,-0.02,34.66,5.579184
"2025-09-23 15:40:10.7",35810,3,0,5.68,-0.08,0.3,34.63,5.680564
"2025-09-23 15:40:10.75",35811,4,0,5.76,-0.27,0.09,34.64,5.766324
"2025-09-23 15:40:10.8",35812,5,0,5.87,-0.28,0.18,34.63,5.876674
"2025-09-23 15:40:10.85",35813,6,1,5.29,0.4,0.09,34.63,5.305101
"2025-09-23 15:40:10.9",35814,1,10,5.87,-0.46,0.06,34.65,5.887996
"2025-09-23 15:40:10.95",35815,2,38,5.21,-0.2,0.03,34.65,5.213838
"2025-09-23 15:40:11",35816,3,0,4.95,0.12,-0.41,34.65,4.951454
"2025-09-23 15:40:11.05",35817,4,0,5.12,-0.46,0.4,34.64,5.140623
"2025-09-23 15:40:11.1",35818,5,0,5.18,0.02,0.12,34.63,5.180038
"2025-09-23 15:40:11.15",35819,6,1,4.9,-0.37,-0.48,34.64,4.91395
"2025-09-23 15:40:11.2",35820,1,10,5.08,-0.52,-0.04,34.65,5.106544
"2025-09-23 15:40:11.25",35821,2,38,5.2,-0.09,0.05,34.68,5.200778
"2025-09-23 15:40:11.3",35822,3,0,5.09,0.34,-0.7,34.65,5.101343
"2025-09-23 15:40:11.35",35823,4,0,5.04,0.37,-0.32,34.64,5.053563
"2025-09-23 15:40:11.4",35824,5,0,5.29,-0.09,-0.18,34.65,5.290766
"2025-09-23 15:40:11.45",35825,6,1,5.56,0.24,-0.19,34.66,5.565178
"2025-09-23 15:40:11.5",35826,1,10,5.68,0.4,0.02,34.67,5.694067
"2025-09-23 15:40:11.55",35827,2,38,5.35,0.12,-0.16,34.66,5.351346
"2025-09-23 15:40:11.6",35828,3,0,5.29,-0.21,-0.17,34.64,5.294166
"2025-09-23 15:40:11.65",35829,4,0,5.35,-0.23,0.66,34.66,5.354942
"2025-09-23 15:40:11.7",35830,5,0,5.54,0.48,-0.07,34.68,5.560755
"2025-09-23 15:40:11.75",35831,6,1,5.42,0.33,-0.5,34.64,5.430037
"2025-09-23 15:40:11.8",35832,1,10,5.24,0.01,-0.34,34.66,5.240009
"2025-09-23 15:40:11.85",35833,2,38,5.29,-0.25,-0.69,34.66,5.295904
"2025-09-23 15:40:11.9",35834,3,0,5.71,-0.11,0.08,34.67,5.71106
"2025-09-23 15:40:11.95",35835,4,0,5.83,0.33,0.05,34.69,5.839332
"2025-09-23 15:40:12",35836,5,0,5.67,0.33,-0.06,34.66,5.679595
"2025-09-23 15:40:12.05",35837,6,1,6.07,-0.13,0.16,34.67,6.071392
"2025-09-23 15:40:12.1",35838,1,10,5.9,-0.15,0.24,34.65,5.901906
"2025-09-23 15:40:12.15",35839,2,38,5.35,0.21,0.32,34.65,5.35412
"2025-09-23 15:40:12.2",35840,3,0,5.18,0.5,-0.14,34.66,5.204075
"2025-09-23 15:40:12.25",35841,4,0,5.36,0.21,-0.23,34.67,5.364112
"2025-09-23 15:40:12.3",35842,5,0,5.33,0.34,-0.07,34.66,5.340833
"2025-09-23 15:40:12.35",35843,6,1,5.46,0.32,-0.16,34.66,5.46937
"2025-09-23 15:40:12.4",35844,1,10,5.09,0.05,-0.42,34.67,5.090246
"2025-09-23 15:40:12.45",35845,2,38,5.27,0.21,-0.5,34.64,5.274182
"2025-09-23 15:40:12.5",35846,3,0,5.6,-0.23,-0.2,34.65,5.604721
"2025-09-23 15:40:12.55",35847,4,0,5.68,-0.15,0.03,34.65,5.68198
"2025-09-23 15:40:12.6",35848,5,0,5.64,0.01,-0.12,34.65,5.640009
"2025-09-23 15:40:12.65",35849,6,1,5.69,-0.12,0.13,34.64,5.691266
"2025-09-23 15:40:12.7",35850,1,10,5.37,0.05,0.08,34.66,5.370232
"2025-09-23 15:40:12.75",35851,2,38,5.9,-0.09,0.11,34.68,5.900686
"2025-09-23 15:40:12.8",35852,3,0,5.64,-0.13,0.11,34.66,5.641498
"2025-09-23 15:40:12.85",35853,4,0,5.53,0.1,0.09,34.64,5.530904
"2025-09-23 15:40:12.9",35854,5,0,5.78,-0.49,0.28,34.64,5.800733
"2025-09-23 15:40:12.95",35855,6,1,5.64,0.4,-0.23,34.67,5.654167
"2025-09-23 15:40:13",35856,1,10,5.28,0.4,-0.34,34.66,5.29513
"2025-09-23 15:40:13.05",35857,2,38,5.24,0.09,-0.67,34.65,5.240773
"2025-09-23 15:40:13.1",35858,3,0,5.59,0.18,-0.2,34.63,5.592898
"2025-09-23 15:40:13.15",35859,4,0,5.98,0,0.05,34.64,5.98
"2025-09-23 15:40:13.2",35860,5,0,6.11,-0.11,0.11,34.67,6.11099
"2025-09-23 15:40:13.25",35861,6,1,5.9,-0.22,0.49,34.65,5.9041
"2025-09-23 15:40:13.3",35862,1,10,5.9,-0.15,0.13,34.63,5.901906
"2025-09-23 15:40:13.35",35863,2,38,5.71,-0.01,-0.22,34.65,5.710009
"2025-09-23 15:40:13.4",35864,3,0,5.67,-0.22,0.01,34.65,5.674266
"2025-09-23 15:40:13.45",35865,4,0,5.18,0.02,0.06,34.67,5.180038
"2025-09-23 15:40:13.5",35866,5,0,5.29,0.43,-0.14,34.61,5.307448
"2025-09-23 15:40:13.55",35867,6,1,5.23,-0.39,-0.01,34.68,5.244521
"2025-09-23 15:40:13.6",35868,1,10,4.8,0.28,-0.7,34.65,4.80816
"2025-09-23 15:40:13.65",35869,2,38,5.36,-0.09,-0.15,34.66,5.360756
"2025-09-23 15:40:13.7",35870,3,0,5.2,0.24,0.1,34.67,5.205536
"2025-09-23 15:40:13.75",35871,4,0,5.27,-0.71,0.06,34.65,5.317612
"2025-09-23 15:40:13.8",35872,5,0,5.64,0.24,-0.01,34.68,5.645104
"2025-09-23 15:40:13.85",35873,6,1,5.63,0.24,-0.2,34.66,5.635113
"2025-09-23 15:40:13.9",35874,1,10,5.74,0.32,-0.05,34.68,5.748913
"2025-09-23 15:40:13.95",35875,2,38,5.77,0.22,-0.18,34.68,5.774193
"2025-09-23 15:40:14",35876,3,0,5.46,0.39,-0.08,34.65,5.473911
"2025-09-23 15:40:14.05",35877,4,0,5.86,0.02,0.1,34.68,5.860034
"2025-09-23 15:40:14.1",35878,5,0,6.01,-0.01,-0.16,34.65,6.010008
"2025-09-23 15:40:14.15",35879,6,1,5.7,0.23,0.1,34.65,5.704638
"2025-09-23 15:40:14.2",35880,1,10,5.88,0.22,-0.12,34.66,5.884114
"2025-09-23 15:40:14.25",35881,2,38,5.49,0.2,-0.34,34.67,5.493641
"2025-09-23 15:40:14.3",35882,3,0,5.91,-0.16,-0.05,34.64,5.912165
"2025-09-23 15:40:14.35",35883,4,0,6.37,-0.5,0.11,34.64,6.389593
"2025-09-23 15:40:14.4",35884,5,0,5.71,-0.44,-0.01,34.65,5.726928
"2025-09-23 15:40:14.45",35885,6,1,6.45,-0.29,0.09,34.64,6.456516
"2025-09-23 15:40:14.5",35886,1,10,6.25,-0.27,0.09,34.67,6.255829
"2025-09-23 15:40:14.55",35887,2,38,5.78,-0.75,0.12,34.64,5.828456
"2025-09-23 15:40:14.6",35888,3,0,5.78,0.37,0.25,34.64,5.79183
"2025-09-23 15:40:14.65",35889,4,0,5.84,0.01,0.14,34.66,5.840009
"2025-09-23 15:40:14.7",35890,5,0,5.47,0.14,0.11,34.64,5.471791
"2025-09-23 15:40:14.75",35891,6,1,5.45,-0.15,-0.18,34.67,5.452064
"2025-09-23 15:40:14.8",35892,1,10,5.72,0.06,-0.26,34.64,5.720314
"2025-09-23 15:40:14.85",35893,2,38,5.96,-0.18,-0.02,34.64,5.962717
"2025-09-23 15:40:14.9",35894,3,0,5.89,-0.1,0.12,34.65,5.890849
"2025-09-23 15:40:14.95",35895,4,0,6.04,0.12,0.16,34.65,6.041192
"2025-09-23 15:40:15",35896,5,0,6.09,0.03,0.15,34.65,6.090074
"2025-09-23 15:40:15.05",35897,6,1,5.95,-0.55,-0.03,34.65,5.975366
"2025-09-23 15:40:15.1",35898,1,10,6.12,-0.44,-0.1,34.63,6.135796
"2025-09-23 15:40:15.15",35899,2,38,5.68,0.39,0,34.64,5.693373
"2025-09-23 15:40:15.2",35900,3,0,5.63,0.39,-0.41,34.64,5.643492
"2025-09-23 15:40:15.25",35901,4,0,5.4,-0.13,-0.01,34.67,5.401564
"2025-09-23 15:40:15.3",35902,5,0,5.69,-0.13,0.02,34.64,5.691485
"2025-09-23 15:40:15.35",35903,6,1,6.08,-0.46,0.11,34.67,6.097377
