"TOA5","CR6","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"TIMESTAMP","RECORD","staA","staD","Ux_gill","Uy_gill","Uz_gill","temp_gill","AWS"
"TS","RN","none","none","m/s","m/s","m/s","Celsius",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-09-23 16:42:53.25",111061,4,0,5.96,-0.17,0.35,34.67,5.962424
"2025-09-23 16:42:53.3",111062,5,0,6,0.49,0.22,34.68,6.019975
"2025-09-23 16:42:53.35",111063,6,1,5.69,0.22,-0.01,34.67,5.694252
"2025-09-23 16:42:53.4",111064,1,10,5.81,-0.23,-0.07,34.66,5.81455
"2025-09-23 16:42:53.45",111065,2,38,5.85,0.02,0.23,34.7,5.850034
"2025-09-23 16:42:53.5",111066,3,0,5.87,0.23,0.07,34.71,5.874504
"2025-09-23 16:42:53.55",111067,4,0,5.52,-0.08,0.16,34.67,5.52058
"2025-09-23 16:42:53.6",111068,5,0,5.43,-0.2,-0.08,34.69,5.433682
"2025-09-23 16:42:53.65",111069,6,1,5.65,-0.27,-0.45,34.68,5.656448
"2025-09-23 16:42:53.7",111070,1,10,5.72,-0.27,0.05,34.66,5.726368
"2025-09-23 16:42:53.75",111071,2,38,5.72,0.14,-0.04,34.72,5.721713
"2025-09-23 16:42:53.8",111072,3,0,5.98,-0.28,0.17,34.7,5.986551
"2025-09-23 16:42:53.85",111073,4,0,6.24,-0.36,-0.03,34.69,6.250376
"2025-09-23 16:42:53.9",111074,5,0,6.18,-0.44,-0.09,34.67,6.195643
"2025-09-23 16:42:53.95",111075,6,1,5.65,-0.08,0.42,34.66,5.650566
"2025-09-23 16:42:54",111076,1,10,6.09,-0.23,0.54,34.68,6.094342
"2025-09-23 16:42:54.05",111077,2,38,5.56,0.16,0.4,34.71,5.562302
"2025-09-23 16:42:54.1",111078,3,0,5.81,0.47,-0.05,34.7,5.828979
"2025-09-23 16:42:54.15",111079,4,0,5.53,-0.07,-0.28,34.67,5.530443
"2025-09-23 16:42:54.2",111080,5,0,5.88,-0.11,0.19,34.69,5.881029
"2025-09-23 16:42:54.25",111081,6,1,5.7,-0.1,0.1,34.68,5.700877
"2025-09-23 16:42:54.3",111082,1,10,5.12,0.33,0.05,34.68,5.130624
"2025-09-23 16:42:54.35",111083,2,38,5.19,0.37,-0.74,34.66,5.203172
"2025-09-23 16:42:54.4",111084,3,0,5.53,0.24,-0.2,34.68,5.535206
"2025-09-23 16:42:54.45",111085,4,0,5.37,0.21,-0.08,34.67,5.374104
"2025-09-23 16:42:54.5",111086,5,0,5.59,0.04,0.21,34.65,5.590143
"2025-09-23 16:42:54.55",111087,6,1,6.24,-0.22,0.23,34.71,6.243877
"2025-09-23 16:42:54.6",111088,1,10,6.26,-0.13,-0.05,34.7,6.26135
"2025-09-23 16:42:54.65",111089,2,38,5.93,0.18,0,34.67,5.932731
"2025-09-23 16:42:54.7",111090,3,0,5.6,0.24,0.01,34.67,5.60514
"2025-09-23 16:42:54.75",111091,4,0,5.64,-0.13,0.05,34.7,5.641498
"2025-09-23 16:42:54.8",111092,5,0,5.63,-0.12,0.03,34.67,5.631279
"2025-09-23 16:42:54.85",111093,6,1,5.95,-0.18,0.14,34.7,5.952722
"2025-09-23 16:42:54.9",111094,1,10,5.72,0.16,-0.07,34.67,5.722237
"2025-09-23 16:42:54.95",111095,2,38,5.45,0.16,0.1,34.67,5.452348
"2025-09-23 16:42:55",111096,3,0,5.51,0.23,0.07,34.68,5.514799
"2025-09-23 16:42:55.05",111097,4,0,5.9,-0.14,-0.12,34.68,5.901661
"2025-09-23 16:42:55.1",111098,5,0,6.18,-0.46,-0.04,34.68,6.197096
"2025-09-23 16:42:55.15",111099,6,1,5.8,0.03,0.39,34.68,5.800078
"2025-09-23 16:42:55.2",111100,1,10,6.14,-0.24,0.56,34.68,6.144689
"2025-09-23 16:42:55.25",111101,2,38,5.64,0.15,0.5,34.68,5.641994
"2025-09-23 16:42:55.3",111102,3,0,5.42,0.23,0.02,34.7,5.424878
"2025-09-23 16:42:55.35",111103,4,0,5.15,-0.69,-0.38,34.68,5.196018
"2025-09-23 16:42:55.4",111104,5,0,5.12,-0.6,-0.48,34.67,5.155036
"2025-09-23 16:42:55.45",111105,6,1,4.96,0.08,-0.68,34.67,4.960645
"2025-09-23 16:42:55.5",111106,1,10,4.91,0.37,-0.28,34.66,4.923921
"2025-09-23 16:42:55.55",111107,2,38,5.58,-0.22,-0.08,34.68,5.584335
"2025-09-23 16:42:55.6",111108,3,0,5.72,0.17,0.12,34.68,5.722526
"2025-09-23 16:42:55.65",111109,4,0,5.6,-0.23,-0.06,34.7,5.604721
"2025-09-23 16:42:55.7",111110,5,0,5.96,0.04,-0.62,34.67,5.960134
"2025-09-23 16:42:55.75",111111,6,1,5.4,-0.2,-0.04,34.67,5.403703
"2025-09-23 16:42:55.8",111112,1,10,5.21,0.13,0.33,34.68,5.211622
"2025-09-23 16:42:55.85",111113,2,38,5.43,0.2,0.19,34.68,5.433682
"2025-09-23 16:42:55.9",111114,3,0,5.7,0.24,0.23,34.67,5.70505
"2025-09-23 16:42:55.95",111115,4,0,5.51,0.21,0.2,34.68,5.514
"2025-09-23 16:42:56",111116,5,0,5.51,0.09,-0.13,34.69,5.510735
"2025-09-23 16:42:56.05",111117,6,1,5.47,0.25,-0.2,34.69,5.47571
"2025-09-23 16:42:56.1",111118,1,10,5.1,-0.12,-0.17,34.67,5.101411
"2025-09-23 16:42:56.15",111119,2,38,4.92,-0.41,0.11,34.7,4.937054
"2025-09-23 16:42:56.2",111120,3,0,4.32,-0.77,-0.62,34.67,4.388086
"2025-09-23 16:42:56.25",111121,4,0,4.68,-0.11,-0.15,34.67,4.681293
"2025-09-23 16:42:56.3",111122,5,0,4.84,-0.19,-0.7,34.67,4.843728
"2025-09-23 16:42:56.35",111123,6,1,5.35,0.48,-0.37,34.68,5.37149
"2025-09-23 16:42:56.4",111124,1,10,5.51,0.21,-0.13,34.7,5.514
"2025-09-23 16:42:56.45",111125,2,38,5.69,0.04,0.2,34.68,5.690141
"2025-09-23 16:42:56.5",111126,3,0,5.23,0.42,-0.05,34.7,5.246837
"2025-09-23 16:42:56.55",111127,4,0,4.89,-0.15,-0.3,34.69,4.8923
"2025-09-23 16:42:56.6",111128,5,0,4.97,-0.47,-0.52,34.68,4.992174
"2025-09-23 16:42:56.65",111129,6,1,4.82,-0.2,-0.51,34.69,4.824148
"2025-09-23 16:42:56.7",111130,1,10,4.63,0.41,0.13,34.67,4.648118
"2025-09-23 16:42:56.75",111131,2,38,4.39,-0.06,-0.26,34.67,4.39041
"2025-09-23 16:42:56.8",111132,3,0,4.78,-0.1,-0.14,34.68,4.781046
"2025-09-23 16:42:56.85",111133,4,0,5.22,0,-0.2,34.67,5.22
"2025-09-23 16:42:56.9",111134,5,0,5.3,0.01,0.21,34.65,5.30001
"2025-09-23 16:42:56.95",111135,6,1,5.78,0.2,-0.19,34.68,5.783459
"2025-09-23 16:42:57",111136,1,10,5.74,0.22,-0.48,34.66,5.744215
"2025-09-23 16:42:57.05",111137,2,38,5.22,-0.1,-0.45,34.67,5.220958
"2025-09-23 16:42:57.1",111138,3,0,5.24,-0.11,-0.05,34.66,5.241154
"2025-09-23 16:42:57.15",111139,4,0,5.44,0.17,0.38,34.68,5.442656
"2025-09-23 16:42:57.2",111140,5,0,5.8,0.22,0.19,34.68,5.804171
"2025-09-23 16:42:57.25",111141,6,1,5.78,0.18,0.33,34.68,5.782802
"2025-09-23 16:42:57.3",111142,1,10,5.54,0.37,0.14,34.67,5.552342
"2025-09-23 16:42:57.35",111143,2,38,5.37,0.13,-0.37,34.67,5.371573
"2025-09-23 16:42:57.4",111144,3,0,5.68,-0.08,0.09,34.69,5.680563
"2025-09-23 16:42:57.45",111145,4,0,5.86,-0.12,0.06,34.67,5.861229
"2025-09-23 16:42:57.5",111146,5,0,5.49,0.12,-0.69,34.69,5.491311
"2025-09-23 16:42:57.55",111147,6,1,5.41,0.2,-0.14,34.68,5.413695
"2025-09-23 16:42:57.6",111148,1,10,5.65,-0.12,-0.01,34.67,5.651274
"2025-09-23 16:42:57.65",111149,2,38,5.8,-0.43,-0.04,34.67,5.815918
"2025-09-23 16:42:57.7",111150,3,0,5.6,-0.11,0.13,34.68,5.60108
"2025-09-23 16:42:57.75",111151,4,0,4.89,0.37,0.12,34.69,4.903978
"2025-09-23 16:42:57.8",111152,5,0,5.5,-0.19,-0.26,34.67,5.503281
"2025-09-23 16:42:57.85",111153,6,1,5.76,-0.16,0.31,34.68,5.762222
"2025-09-23 16:42:57.9",111154,1,10,5.91,0.25,0.15,34.7,5.915285
"2025-09-23 16:42:57.95",111155,2,38,5.68,0.21,-0.11,34.67,5.683881
"2025-09-23 16:42:58",111156,3,0,5.99,-0.09,-0.03,34.66,5.990675
"2025-09-23 16:42:58.05",111157,4,0,5.88,0.21,0.02,34.67,5.883749
"2025-09-23 16:42:58.1",111158,5,0,5.79,0.16,-0.04,34.7,5.792211
"2025-09-23 16:42:58.15",111159,6,1,5.19,0.05,-0.18,34.66,5.190241
"2025-09-23 16:42:58.2",111160,1,10,5.1,-0.15,0.45,34.67,5.102205
"2025-09-23 16:42:58.25",111161,2,38,5.22,0.04,0.62,34.69,5.220153
"2025-09-23 16:42:58.3",111162,3,0,5.09,-0.42,-0.03,34.68,5.107299
"2025-09-23 16:42:58.35",111163,4,0,4.89,-0.43,-0.12,34.69,4.908869
"2025-09-23 16:42:58.4",111164,5,0,5.22,-0.29,-0.21,34.68,5.228049
"2025-09-23 16:42:58.45",111165,6,1,5.1,-0.1,-0.51,34.68,5.10098
"2025-09-23 16:42:58.5",111166,1,10,5.37,0.01,-0.52,34.66,5.370009
"2025-09-23 16:42:58.55",111167,2,38,5.66,-0.22,-0.21,34.67,5.664274
"2025-09-23 16:42:58.6",111168,3,0,5.76,-0.11,-0.14,34.67,5.76105
"2025-09-23 16:42:58.65",111169,4,0,5.74,-0.1,0.06,34.67,5.74087
"2025-09-23 16:42:58.7",111170,5,0,5.65,-0.11,-0.05,34.66,5.651071
"2025-09-23 16:42:58.75",111171,6,1,6.08,-0.16,0.04,34.68,6.082105
"2025-09-23 16:42:58.8",111172,1,10,6.15,-0.12,-0.18,34.68,6.151171
"2025-09-23 16:42:58.85",111173,2,38,5.9,-0.1,0.1,34.67,5.900847
"2025-09-23 16:42:58.9",111174,3,0,6.02,0.18,0.13,34.7,6.02269
"2025-09-23 16:42:58.95",111175,4,0,5.65,0.2,0.17,34.67,5.653539
"2025-09-23 16:42:59",111176,5,0,5.22,0,-0.25,34.67,5.22
"2025-09-23 16:42:59.05",111177,6,1,5.49,-0.47,-0.12,34.7,5.510081
"2025-09-23 16:42:59.1",111178,1,10,5.7,-0.4,-0.01,34.66,5.714018
"2025-09-23 16:42:59.15",111179,2,38,5.62,-0.28,0.19,34.67,5.626971
"2025-09-23 16:42:59.2",111180,3,0,5.42,-0.12,-0.2,34.7,5.421328
"2025-09-23 16:42:59.25",111181,4,0,5.19,-0.2,0.02,34.68,5.193852
"2025-09-23 16:42:59.3",111182,5,0,5.09,-0.22,0.16,34.68,5.094752
"2025-09-23 16:42:59.35",111183,6,1,4.73,0.13,-0.4,34.65,4.731786
"2025-09-23 16:42:59.4",111184,1,10,4.33,0.25,-0.34,34.67,4.337211
"2025-09-23 16:42:59.45",111185,2,38,4.74,0.57,-0.09,34.68,4.774149
"2025-09-23 16:42:59.5",111186,3,0,4.81,0.58,-0.25,34.69,4.844842
"2025-09-23 16:42:59.55",111187,4,0,5.05,0.15,-0.61,34.67,5.052227
"2025-09-23 16:42:59.6",111188,5,0,5.22,0.16,-0.12,34.66,5.222451
"2025-09-23 16:42:59.65",111189,6,1,4.93,0.04,-0.13,34.68,4.930162
"2025-09-23 16:42:59.7",111190,1,10,5.16,0.38,-0.16,34.68,5.173973
"2025-09-23 16:42:59.75",111191,2,38,5.35,-0.26,-0.44,34.69,5.356314
"2025-09-23 16:42:59.8",111192,3,0,5.35,0.21,-0.42,34.67,5.35412
"2025-09-23 16:42:59.85",111193,4,0,5.19,0.36,-0.25,34.68,5.202471
"2025-09-23 16:42:59.9",111194,5,0,5,0.14,0.12,34.68,5.00196
"2025-09-23 16:42:59.95",111195,6,1,5.09,-0.78,-0.65,34.68,5.149418
"2025-09-23 16:43:00",111196,1,10,4.86,-0.67,-0.71,34.69,4.905966
"2025-09-23 16:43:00.05",111197,2,38,5.41,0.07,-0.48,34.68,5.410453
"2025-09-23 16:43:00.1",111198,3,0,5.8,-0.12,-0.25,34.67,5.801241
"2025-09-23 16:43:00.15",111199,4,0,5.82,-0.14,-0.13,34.7,5.821684
"2025-09-23 16:43:00.2",111200,5,0,5.8,-0.16,0.1,34.68,5.802207
"2025-09-23 16:43:00.25",111201,6,1,5.42,0.24,0.28,34.67,5.425311
"2025-09-23 16:43:00.3",111202,1,10,5.89,-0.12,0.17,34.7,5.891222
"2025-09-23 16:43:00.35",111203,2,38,6.22,-0.25,0.26,34.69,6.225022
"2025-09-23 16:43:00.4",111204,3,0,5.67,0.38,-0.31,34.68,5.68272
"2025-09-23 16:43:00.45",111205,4,0,6.26,-0.33,0.08,34.68,6.268692
"2025-09-23 16:43:00.5",111206,5,0,5.85,-0.63,-0.09,34.7,5.883825
"2025-09-23 16:43:00.55",111207,6,1,5.6,0.35,0.09,34.68,5.610927
"2025-09-23 16:43:00.6",111208,1,10,5.59,0.02,0.2,34.67,5.590036
"2025-09-23 16:43:00.65",111209,2,38,5.67,-0.12,0.36,34.66,5.67127
"2025-09-23 16:43:00.7",111210,3,0,5.23,0.41,0.17,34.67,5.246046
"2025-09-23 16:43:00.75",111211,4,0,5.07,0.53,-0.47,34.66,5.097627
"2025-09-23 16:43:00.8",111212,5,0,5.01,0.52,-0.35,34.67,5.036914
"2025-09-23 16:43:00.85",111213,6,1,4.78,0.3,-0.21,34.67,4.789405
"2025-09-23 16:43:00.9",111214,1,10,5.43,0.37,-0.24,34.69,5.442591
"2025-09-23 16:43:00.95",111215,2,38,4.83,0.03,-0.57,34.63,4.830093
"2025-09-23 16:43:01",111216,3,0,5.8,-0.5,-0.29,34.73,5.821512
"2025-09-23 16:43:01.05",111217,4,0,5.86,-0.15,-0.41,34.67,5.86192
"2025-09-23 16:43:01.1",111218,5,0,5.65,0.12,0.2,34.67,5.651274
"2025-09-23 16:43:01.15",111219,6,1,5.85,0.22,0.07,34.68,5.854136
"2025-09-23 16:43:01.2",111220,1,10,5.8,0.11,0.21,34.71,5.801044
"2025-09-23 16:43:01.25",111221,2,38,6.19,0.11,0.25,34.67,6.190978
"2025-09-23 16:43:01.3",111222,3,0,5.98,-0.2,0.06,34.7,5.983344
"2025-09-23 16:43:01.35",111223,4,0,6.05,-0.17,0.16,34.67,6.052388
"2025-09-23 16:43:01.4",111224,5,0,5.65,0.33,0.24,34.67,5.659629
"2025-09-23 16:43:01.45",111225,6,1,5.8,0.03,0.33,34.69,5.800078
"2025-09-23 16:43:01.5",111226,1,10,5.3,0.06,0.29,34.68,5.30034
"2025-09-23 16:43:01.55",111227,2,38,5.06,-0.36,-0.47,34.7,5.07279
"2025-09-23 16:43:01.6",111228,3,0,4.94,-0.12,-0.88,34.68,4.941457
"2025-09-23 16:43:01.65",111229,4,0,5.05,0.15,-0.47,34.65,5.052227
"2025-09-23 16:43:01.7",111230,5,0,5.18,-0.07,-0.09,34.69,5.180473
"2025-09-23 16:43:01.75",111231,6,1,4.71,0.49,-0.4,34.67,4.73542
"2025-09-23 16:43:01.8",111232,1,10,4.81,-0.2,-0.51,34.67,4.814156
"2025-09-23 16:43:01.85",111233,2,38,4.65,-0.36,-0.44,34.67,4.663915
"2025-09-23 16:43:01.9",111234,3,0,4.44,0.17,-0.49,34.66,4.443254
"2025-09-23 16:43:01.95",111235,4,0,4.96,0.6,-0.42,34.67,4.996159
"2025-09-23 16:43:02",111236,5,0,5.29,0.19,-0.14,34.65,5.293411
"2025-09-23 16:43:02.05",111237,6,1,5.74,-0.78,0.07,34.71,5.792754
"2025-09-23 16:43:02.1",111238,1,10,6.07,-0.23,-0.25,34.67,6.074356
"2025-09-23 16:43:02.15",111239,2,38,5.86,-0.43,-0.08,34.66,5.875755
"2025-09-23 16:43:02.2",111240,3,0,5.49,0.34,0.16,34.68,5.500518
"2025-09-23 16:43:02.25",111241,4,0,5.54,-0.16,0.29,34.67,5.54231
"2025-09-23 16:43:02.3",111242,5,0,5.85,-0.14,0.09,34.68,5.851675
"2025-09-23 16:43:02.35",111243,6,1,5.68,0.03,-0.01,34.7,5.680079
"2025-09-23 16:43:02.4",111244,1,10,5.92,-0.26,0.12,34.66,5.925707
"2025-09-23 16:43:02.45",111245,2,38,5.91,-0.47,0.04,34.69,5.928659
"2025-09-23 16:43:02.5",111246,3,0,5.41,-0.47,-0.21,34.69,5.430377
"2025-09-23 16:43:02.55",111247,4,0,5.07,-0.25,-0.46,34.67,5.07616
"2025-09-23 16:43:02.6",111248,5,0,5.47,-0.24,0.17,34.67,5.475263
"2025-09-23 16:43:02.65",111249,6,1,4.95,-0.17,-0.26,34.67,4.952918
"2025-09-23 16:43:02.7",111250,1,10,4.6,0.15,0.06,34.66,4.602445
"2025-09-23 16:43:02.75",111251,2,38,4.32,0.56,-0.49,34.67,4.356145
"2025-09-23 16:43:02.8",111252,3,0,4.6,0.16,-0.34,34.67,4.602782
"2025-09-23 16:43:02.85",111253,4,0,5.2,-0.17,-0.04,34.65,5.202778
"2025-09-23 16:43:02.9",111254,5,0,4.98,0.1,0.18,34.67,4.981004
"2025-09-23 16:43:02.95",111255,6,1,5.08,0.49,-0.12,34.68,5.103577
"2025-09-23 16:43:03",111256,1,10,5.71,-0.46,-0.33,34.68,5.728499
"2025-09-23 16:43:03.05",111257,2,38,5.78,-0.14,0.14,34.66,5.781695
"2025-09-23 16:43:03.1",111258,3,0,5.82,0.27,0.72,34.7,5.82626
"2025-09-23 16:43:03.15",111259,4,0,5.61,0.29,-0.18,34.68,5.617491
"2025-09-23 16:43:03.2",111260,5,0,5.57,0.32,-0.07,34.68,5.579185
"2025-09-23 16:43:03.25",111261,6,1,5.1,0.12,-0.19,34.66,5.101411
"2025-09-23 16:43:03.3",111262,1,10,5.04,-0.43,-0.45,34.67,5.05831
"2025-09-23 16:43:03.35",111263,2,38,5.49,-0.31,-0.75,34.65,5.498745
"2025-09-23 16:43:03.4",111264,3,0,5.45,0.09,-0.19,34.7,5.450743
"2025-09-23 16:43:03.45",111265,4,0,5.86,-0.12,0.04,34.67,5.861229
"2025-09-23 16:43:03.5",111266,5,0,5.96,-0.22,0.03,34.7,5.964059
"2025-09-23 16:43:03.55",111267,6,1,5.86,0.04,0,34.66,5.860137
"2025-09-23 16:43:03.6",111268,1,10,5.53,0.22,0.15,34.69,5.534375
"2025-09-23 16:43:03.65",111269,2,38,5.55,-0.11,0.04,34.67,5.55109
"2025-09-23 16:43:03.7",111270,3,0,6.16,-0.41,-0.11,34.68,6.173629
"2025-09-23 16:43:03.75",111271,4,0,5.96,0.04,-0.18,34.68,5.960134
"2025-09-23 16:43:03.8",111272,5,0,5.9,0.02,0.39,34.69,5.900034
"2025-09-23 16:43:03.85",111273,6,1,5.6,0.18,0.19,34.67,5.602892
"2025-09-23 16:43:03.9",111274,1,10,5.41,0.03,0.04,34.68,5.410083
"2025-09-23 16:43:03.95",111275,2,38,5.57,-0.13,0.12,34.69,5.571517
"2025-09-23 16:43:04",111276,3,0,5.42,-0.12,-0.25,34.69,5.421328
"2025-09-23 16:43:04.05",111277,4,0,5.52,-0.83,-0.26,34.68,5.582052
"2025-09-23 16:43:04.1",111278,5,0,5.66,-0.48,-0.62,34.68,5.680317
"2025-09-23 16:43:04.15",111279,6,1,5.13,-0.36,-0.53,34.66,5.142616
"2025-09-23 16:43:04.2",111280,1,10,4.94,0.44,-0.63,34.67,4.959557
"2025-09-23 16:43:04.25",111281,2,38,5.3,-0.11,-0.42,34.65,5.301142
"2025-09-23 16:43:04.3",111282,3,0,5.29,0.19,-0.17,34.66,5.293411
"2025-09-23 16:43:04.35",111283,4,0,5.34,-0.1,0.11,34.66,5.340937
"2025-09-23 16:43:04.4",111284,5,0,6.01,-0.12,0.08,34.69,6.011198
"2025-09-23 16:43:04.45",111285,6,1,6.1,0.02,0,34.67,6.100033
"2025-09-23 16:43:04.5",111286,1,10,6.08,0.03,0.12,34.7,6.080074
"2025-09-23 16:43:04.55",111287,2,38,5.78,-0.09,-0.29,34.68,5.780701
"2025-09-23 16:43:04.6",111288,3,0,5.88,0.24,-0.22,34.67,5.884896
"2025-09-23 16:43:04.65",111289,4,0,5.77,0.12,-0.11,34.68,5.771248
"2025-09-23 16:43:04.7",111290,5,0,6.19,-0.21,0.19,34.67,6.193562
"2025-09-23 16:43:04.75",111291,6,1,6.06,-0.15,0.09,34.67,6.061856
"2025-09-23 16:43:04.8",111292,1,10,5.67,-0.13,0.02,34.67,5.67149
"2025-09-23 16:43:04.85",111293,2,38,5.58,-0.1,-0.05,34.68,5.580896
"2025-09-23 16:43:04.9",111294,3,0,5.15,0.32,0.23,34.65,5.159932
"2025-09-23 16:43:04.95",111295,4,0,5.36,0.15,0.47,34.69,5.362099
"2025-09-23 16:43:05",111296,5,0,4.99,0.2,0.24,34.68,4.994006
"2025-09-23 16:43:05.05",111297,6,1,4.95,0.31,-0.36,34.68,4.959697
"2025-09-23 16:43:05.1",111298,1,10,5.43,-0.12,-0.34,34.67,5.431325
"2025-09-23 16:43:05.15",111299,2,38,5.53,-0.42,-0.36,34.69,5.545927
"2025-09-23 16:43:05.2",111300,3,0,5.69,0.22,0,34.66,5.694252
"2025-09-23 16:43:05.25",111301,4,0,5.54,-0.12,0.11,34.69,5.541299
"2025-09-23 16:43:05.3",111302,5,0,5.8,-0.21,0.07,34.69,5.803801
"2025-09-23 16:43:05.35",111303,6,1,5.69,0.2,0.16,34.68,5.693514
"2025-09-23 16:43:05.4",111304,1,10,5.41,0.13,-0.43,34.65,5.411561
"2025-09-23 16:43:05.45",111305,2,38,5.69,0.41,0.32,34.68,5.704752
"2025-09-23 16:43:05.5",111306,3,0,5.62,0.37,0.08,34.68,5.632166
"2025-09-23 16:43:05.55",111307,4,0,5.15,0.15,-0.1,34.67,5.152184
"2025-09-23 16:43:05.6",111308,5,0,5.31,-0.44,0.05,34.67,5.328198
"2025-09-23 16:43:05.65",111309,6,1,5.65,-0.22,0.14,34.68,5.654282
"2025-09-23 16:43:05.7",111310,1,10,5.59,0.26,-0.07,34.68,5.596044
"2025-09-23 16:43:05.75",111311,2,38,5.62,-0.25,-0.4,34.67,5.625557
"2025-09-23 16:43:05.8",111312,3,0,5.96,-0.41,-0.15,34.68,5.974085
"2025-09-23 16:43:05.85",111313,4,0,5.77,-0.07,-0.21,34.69,5.770425
"2025-09-23 16:43:05.9",111314,5,0,5.41,0.4,-0.18,34.67,5.424767
"2025-09-23 16:43:05.95",111315,6,1,5.29,0.29,-0.6,34.66,5.297943
"2025-09-23 16:43:06",111316,1,10,4.94,0.2,-0.58,34.68,4.944047
"2025-09-23 16:43:06.05",111317,2,38,5.67,-0.74,-0.13,34.65,5.718085
"2025-09-23 16:43:06.1",111318,3,0,5.32,0.02,0.56,34.68,5.320038
"2025-09-23 16:43:06.15",111319,4,0,5.07,-0.11,-0.13,34.66,5.071193
"2025-09-23 16:43:06.2",111320,5,0,5.52,0.38,-0.19,34.68,5.533064
"2025-09-23 16:43:06.25",111321,6,1,5.49,0.03,-0.03,34.69,5.490082
"2025-09-23 16:43:06.3",111322,1,10,6.03,-0.01,-0.18,34.69,6.030008
"2025-09-23 16:43:06.35",111323,2,38,5.81,-0.12,-0.15,34.7,5.811239
"2025-09-23 16:43:06.4",111324,3,0,5.91,-0.24,-0.03,34.68,5.914871
"2025-09-23 16:43:06.45",111325,4,0,5.39,0.22,0.08,34.69,5.394488
"2025-09-23 16:43:06.5",111326,5,0,5.21,0.18,-0.32,34.67,5.213109
"2025-09-23 16:43:06.55",111327,6,1,5.11,0.19,-0.14,34.67,5.113531
"2025-09-23 16:43:06.6",111328,1,10,4.87,-0.35,0.04,34.67,4.882561
"2025-09-23 16:43:06.65",111329,2,38,5.05,0.13,0.5,34.66,5.051673
"2025-09-23 16:43:06.7",111330,3,0,5.04,0.43,-0.2,34.67,5.05831
"2025-09-23 16:43:06.75",111331,4,0,4.87,0.46,-0.43,34.66,4.891676
"2025-09-23 16:43:06.8",111332,5,0,5.2,-0.11,-0.27,34.66,5.201163
"2025-09-23 16:43:06.85",111333,6,1,5.39,0.02,-0.23,34.7,5.390037
"2025-09-23 16:43:06.9",111334,1,10,5.45,0.22,-0.41,34.67,5.454438
"2025-09-23 16:43:06.95",111335,2,38,5.58,0.18,0.18,34.67,5.582902
"2025-09-23 16:43:07",111336,3,0,5.71,0.18,0.26,34.69,5.712836
"2025-09-23 16:43:07.05",111337,4,0,5.7,0.14,0.11,34.67,5.701719
"2025-09-23 16:43:07.1",111338,5,0,6.18,-0.18,0.14,34.66,6.182621
"2025-09-23 16:43:07.15",111339,6,1,6.11,-0.18,0.52,34.66,6.112651
"2025-09-23 16:43:07.2",111340,1,10,5.7,0.06,0.33,34.68,5.700315
"2025-09-23 16:43:07.25",111341,2,38,5.51,0.4,0.01,34.7,5.5245
"2025-09-23 16:43:07.3",111342,3,0,5.62,0.15,-0.39,34.67,5.622001
"2025-09-23 16:43:07.35",111343,4,0,5.77,-0.21,-0.01,34.68,5.77382
"2025-09-23 16:43:07.4",111344,5,0,5.88,0.14,0.17,34.68,5.881667
"2025-09-23 16:43:07.45",111345,6,1,5.77,0.28,0.24,34.7,5.77679
"2025-09-23 16:43:07.5",111346,1,10,5.63,-0.12,0.06,34.69,5.631279
"2025-09-23 16:43:07.55",111347,2,38,5.96,0.12,0.03,34.67,5.961208
"2025-09-23 16:43:07.6",111348,3,0,6.17,-0.48,0.3,34.68,6.188643
"2025-09-23 16:43:07.65",111349,4,0,5.67,-0.39,0.02,34.68,5.683397
"2025-09-23 16:43:07.7",111350,5,0,5.23,-0.39,0.07,34.67,5.244521
"2025-09-23 16:43:07.75",111351,6,1,5.03,0.14,0.14,34.66,5.031948
"2025-09-23 16:43:07.8",111352,1,10,5.3,-0.59,0.14,34.67,5.332739
"2025-09-23 16:43:07.85",111353,2,38,5.29,0.03,-0.08,34.66,5.290085
"2025-09-23 16:43:07.9",111354,3,0,5.56,0.1,0.3,34.65,5.560899
"2025-09-23 16:43:07.95",111355,4,0,5.45,0.51,0.21,34.68,5.47381
"2025-09-23 16:43:08",111356,5,0,5.48,0.26,-0.29,34.68,5.486165
"2025-09-23 16:43:08.05",111357,6,1,5.67,0.51,-0.32,34.68,5.69289
"2025-09-23 16:43:08.1",111358,1,10,5.92,0.02,0.02,34.68,5.920034
"2025-09-23 16:43:08.15",111359,2,38,6.34,-0.33,0.07,34.69,6.348583
"2025-09-23 16:43:08.2",111360,3,0,6.45,-0.31,-0.06,34.67,6.457445
"2025-09-23 16:43:08.25",111361,4,0,6.21,-0.2,-0.03,34.69,6.21322
"2025-09-23 16:43:08.3",111362,5,0,5.72,-0.1,-0.01,34.68,5.720874
"2025-09-23 16:43:08.35",111363,6,1,5.66,0.36,0.11,34.69,5.671437
"2025-09-23 16:43:08.4",111364,1,10,5.59,0.67,0.1,34.68,5.630009
"2025-09-23 16:43:08.45",111365,2,38,5.37,-0.27,0.11,34.66,5.376783
"2025-09-23 16:43:08.5",111366,3,0,5.28,0.41,0.31,34.66,5.295895
"2025-09-23 16:43:08.55",111367,4,0,5.13,-0.1,0.13,34.69,5.130975
"2025-09-23 16:43:08.6",111368,5,0,5.15,0.3,0.02,34.67,5.158731
